# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
HG01573	female	PEL	AMR	ERZ24811862	hifi	m64076_220321_213115.hifi_reads	ERR13110565	PRJEB75739	2241404	44120878584	14.7	20007	20860	0	0.0	0	0	0	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20220920_HG01573_UL_eee-prom1-1C-PAM64632_guppy-5.0.11-sup-prom_fastq_pass	ERR13491805	PRJEB77558	434694	21674010572	7.2	133242	164620	72835	4.5	196498	229315	0	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221004_HG01573_UL_eee-prom1-1A-PAM23460_guppy-5.0.11-sup-prom_fastq_pass	ERR13491806	PRJEB77558	288798	12719593692	4.2	147468	175200	44420	2.8	204308	234482	3	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221011_HG01573_UL_eee-prom1-1C-PAM78043_guppy-5.0.11-sup-prom_fastq_pass	ERR13491807	PRJEB77558	426569	17817590285	5.9	124784	148015	61021	3.6	183257	208554	1	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221012_HG01573_UL_eee-prom1-1G-PAM78202_guppy-5.0.11-sup-prom_fastq_pass	ERR13491808	PRJEB77558	136726	8080727538	2.7	150344	172643	30004	1.9	197802	223173	0	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221013_HG01573_UL_eee-prom1-1G-PAM78202_guppy-5.0.11-sup-prom_fastq_pass	ERR13491809	PRJEB77558	297110	15709240317	5.2	127307	147123	56147	3.3	179616	202002	0	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221018_HG01573_UL_eee-prom1-1B-PAM78356_guppy-5.0.11-sup-prom_fastq_pass	ERR13491810	PRJEB77558	170410	13015420163	4.3	197114	242489	44902	3.3	248608	297333	46	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20221025_HG01573_UL_eee-prom1-1A-PAM79285_guppy-5.0.11-sup-prom_fastq_pass	ERR13491811	PRJEB77558	224353	19199578895	6.4	166520	198816	69713	4.7	214689	251106	10	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20230207_HG01573_UL_eee-prom1-3A-PAG84447_guppy-5.0.11-sup-prom_fastq_pass	ERR13491812	PRJEB77558	1277853	30854634441	10.3	103833	124407	96379	5.3	168823	191944	5	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	20230209_HG01573_UL_eee-prom1-3A-PAG84447_guppy-5.0.11-sup-prom_fastq_pass	ERR13491813	PRJEB77558	369516	8324155059	2.8	62133	79981	15726	0.8	143880	166278	1	exact-match	exact-match	yes
HG01573	female	PEL	AMR	ERZ24811862	ont	all	(summary)	(summary)	3626029	147394950962	49.1	129215	160233	491147	30.2	192360	226706	66	all	(summary)	(summary)
HG01573	female	PEL	AMR	ERZ24811862	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG01596	male	KHV	EAS	ERZ24811746	hifi	JAX_HiFi_HG01596_m64039_220216_202046	ERR10966391	PRJEB58376	2493266	37776612022	12.6	15317	16311	0	0.0	0	0	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	hifi	JAX_HiFi_HG01596_m64119_220209_052029	ERR10966392	PRJEB58376	2662076	40235755511	13.4	15259	16265	0	0.0	0	0	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	hifi	JAX_HiFi_HG01596_m64119_220214_210708	ERR10966390	PRJEB58376	2649380	40373164603	13.5	15414	16421	0	0.0	0	0	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	hifi	all	(summary)	(summary)	7804722	118385532136	39.5	15330	16333	0	0.0	0	0	0	all	(summary)	(summary)
HG01596	male	KHV	EAS	ERZ24811746	ont	20220510_220504_21-lee-006_PC24B149-2E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028134	PRJEB58376	560960	37390760942	12.5	148680	175234	130823	8.4	203981	233670	4	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	ont	20220511_220506_21-lee-006_PC24B149_2D_guppy-5.0.11-sup-prom_fastq_pass	ERR11028130	PRJEB58376	94783	6349146233	2.1	133191	156383	22332	1.3	188545	214056	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	ont	20220515_220510_21-lee-006_PC24B149_2E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028088	PRJEB58376	434801	29532877386	9.8	150548	175360	105801	6.7	202759	230514	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	ont	20220518_220512_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass	ERR11028135	PRJEB58376	132900	6858185735	2.3	118665	141111	22753	1.3	179733	204327	0	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	ont	20230522_230516_23-lee-007_PCA100115_3B-run6_guppy-5.0.11-sup-prom_fastq_pass	ERR12954426	PRJEB75216	1355076	73095269594	24.4	115674	137824	248670	14.0	172113	197507	2	exact-match	exact-match	yes
HG01596	male	KHV	EAS	ERZ24811746	ont	all	(summary)	(summary)	2578520	153226239890	51.1	129418	155104	530379	31.8	186610	215011	6	all	(summary)	(summary)
HG01596	male	KHV	EAS	ERZ24811746	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	JAX_HiFi_HG01890_m64039_211124_052608	ERR10966453	PRJEB58376	2679970	42493812575	14.2	16122	16837	0	0.0	0	0	0	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	JAX_HiFi_HG01890_m64039_211205_042353	ERR10966454	PRJEB58376	2667483	41484073144	13.8	15761	16490	0	0.0	0	0	0	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	JAX_HiFi_HG01890_m64039_211213_024848	ERR10966455	PRJEB58376	2721553	41984393770	14.0	15613	16358	0	0.0	0	0	0	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	JAX_HiFi_HG01890_m64039_211222_053942	ERR10966452	PRJEB58376	2559661	38113193080	12.7	15100	15877	0	0.0	0	0	0	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	JAX_HiFi_HG01890_m64119_211215_040636	ERR10966451	PRJEB58376	2657526	39302502283	13.1	14989	15780	0	0.0	0	0	0	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	hifi	all	(summary)	(summary)	13286193	203377974852	67.8	15537	16283	0	0.0	0	0	0	all	(summary)	(summary)
HG01890	male	ACB	AFR	ERZ24811756	ont	20220210_220202_21-lee-006_PC24B149_2E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028084	PRJEB58376	1003087	69539150517	23.2	160280	192862	242357	16.2	216557	251411	10	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	ont	20220215_220209_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028098	PRJEB58376	782368	51400484760	17.1	159700	189441	181959	12.0	213116	245869	11	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	ont	20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass	ERR12954414	PRJEB75216	924130	41026742239	13.7	146310	174548	141222	9.1	205782	235776	4	exact-match	exact-match	yes
HG01890	male	ACB	AFR	ERZ24811756	ont	all	(summary)	(summary)	2709585	161966377516	54.0	156390	187137	565538	37.4	212728	245826	25	all	(summary)	(summary)
HG01890	male	ACB	AFR	ERZ24811756	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02011	male	ACB	AFR	ERZ24811745	hifi	JAX_HiFi_HG02011_m64039_220121_204950	ERR10912049	PRJEB58376	2288533	41862702544	14.0	18711	19591	0	0.0	0	0	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	hifi	JAX_HiFi_HG02011_m64119_220104_202343	ERR10966478	PRJEB58376	2266129	38400859840	12.8	17370	18264	0	0.0	0	0	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	hifi	JAX_HiFi_HG02011_m64119_220114_220850	ERR10912050	PRJEB58376	2388311	40664209125	13.6	17458	18420	0	0.0	0	0	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	hifi	all	(summary)	(summary)	6942973	120927771509	40.3	17879	18776	0	0.0	0	0	0	all	(summary)	(summary)
HG02011	male	ACB	AFR	ERZ24811745	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028132	PRJEB58376	869956	61543667300	20.5	154075	182118	218518	14.2	207863	238299	3	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028127	PRJEB58376	706268	19330425214	6.4	59683	100022	37130	2.2	181187	216155	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass	ERR11028125	PRJEB58376	562441	25130098667	8.4	89079	113727	69048	3.7	161426	190179	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass	ERR12954383	PRJEB75216	1210385	73574056414	24.5	115724	135261	254600	14.1	169850	191905	0	exact-match	exact-match	yes
HG02011	male	ACB	AFR	ERZ24811745	ont	all	(summary)	(summary)	3349050	179578247595	59.9	117073	144513	579296	34.2	183111	212478	3	all	(summary)	(summary)
HG02011	male	ACB	AFR	ERZ24811745	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02018	female	KHV	EAS	ERZ24811860	hifi	all	(summary)	(summary)	5671496	112008046112	37.3	19937	20822	0	0.0	0	0	0	all	(summary)	(summary)
HG02018	female	KHV	EAS	ERZ24811860	hifi	m54329U_220125_004416.hifi_reads	ERR13491814	PRJEB77558	1946745	38585635618	12.9	20019	20907	0	0.0	0	0	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	hifi	m54329U_220128_015221.hifi_reads	ERR13491815	PRJEB77558	1752787	34555179108	11.5	19895	20774	0	0.0	0	0	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	hifi	m54329U_220129_124757.hifi_reads	ERR13491816	PRJEB77558	1971964	38867231386	13.0	19896	20779	0	0.0	0	0	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221025_HG02018_UL_eee-prom1-1D-PAM78083_guppy-5.0.11-sup-prom_fastq_pass	ERR13491817	PRJEB77558	264313	22400589577	7.5	167741	193443	84201	5.5	210597	240364	3	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221101_HG02018_UL_eee-prom1-1G-PAM79302_guppy-5.0.11-sup-prom_fastq_pass	ERR13491818	PRJEB77558	284590	20952166151	7.0	172262	207901	72973	5.1	228049	264781	6	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221102_HG02018_UL_eee-prom1-3H-PAM78744_guppy-5.0.11-sup-prom_fastq_pass	ERR13491819	PRJEB77558	364624	27032171888	9.0	164099	193433	97049	6.5	215316	247143	2	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221108_HG02018_UL_eee-prom1-3B-PAM64235_guppy-5.0.11-sup-prom_fastq_pass	ERR13491820	PRJEB77558	173097	12843208646	4.3	180881	207026	47921	3.3	222738	252326	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221130_HG02018_UL_eee-prom1-2C-PAM77931_guppy-5.0.11-sup-prom_fastq_pass	ERR13491821	PRJEB77558	387342	18597276701	6.2	119921	138152	64170	3.6	175541	196164	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221206_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass	ERR13491822	PRJEB77558	464626	21386509866	7.1	105811	121556	71473	3.8	160578	178588	1	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20221207_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass	ERR13491823	PRJEB77558	251939	12052805968	4.0	98920	114132	38416	2.0	155200	172779	0	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	20230210_HG02018_UL_eee-prom1-3B-PAG76493_guppy-5.0.11-sup-prom_fastq_pass	ERR13491824	PRJEB77558	527482	16732235862	5.6	98776	131289	48697	2.8	169724	212603	24	exact-match	exact-match	yes
HG02018	female	KHV	EAS	ERZ24811860	ont	all	(summary)	(summary)	2718013	151996964659	50.7	135922	166571	524900	32.5	194296	228088	36	all	(summary)	(summary)
HG02018	female	KHV	EAS	ERZ24811860	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02059	female	KHV	EAS	ERZ24811391	hifi	all	(summary)	(summary)	6272041	114925740336	38.3	18135	18807	0	0.0	0	0	0	all	(summary)	(summary)
HG02059	female	KHV	EAS	ERZ24811391	hifi	m54329U_210430_224654.hifi_reads	ERR13491825	PRJEB77558	1310008	25417835033	8.5	19580	20171	0	0.0	0	0	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	hifi	m54329U_210505_001822.hifi_reads	ERR13491826	PRJEB77558	1370987	26438517959	8.8	19424	20032	0	0.0	0	0	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	hifi	m64076_200818_185305.ccs	ERR13491827	PRJEB77558	1370718	24142861057	8.0	17694	17794	0	0.0	0	0	0	m64076_200818_185305.Q20	fuzzy-match	yes
HG02059	female	KHV	EAS	ERZ24811391	hifi	m64076_200821_215706.ccs	ERR13491828	PRJEB77558	1112101	19512323002	6.5	17623	17725	0	0.0	0	0	0	m64076_200821_215706.Q20	fuzzy-match	yes
HG02059	female	KHV	EAS	ERZ24811391	hifi	m64076_200823_041159.ccs	ERR13491829	PRJEB77558	1108227	19414203285	6.5	17596	17698	0	0.0	0	0	0	m64076_200823_041159.Q20	fuzzy-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	ERR13491830	PRJEB77558	309858	6560112727	2.2	108063	154380	19139	1.2	184303	250105	56	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass	ERR13491831	PRJEB77558	882488	44721040061	14.9	109593	141969	137741	8.1	180291	215490	7	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	ERR13491832	PRJEB77558	3826	51527378	0.0	85190	101945	135	0.0	166631	183264	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	ERR13491833	PRJEB77558	431008	19225666897	6.4	183439	257503	57369	4.5	266904	345008	274	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	ERR13491834	PRJEB77558	38798	1681234440	0.6	120234	156065	5279	0.3	190148	231082	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass	ERR13491835	PRJEB77558	496763	32467500350	10.8	152178	193975	106570	7.2	219786	263020	18	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	ERR13491836	PRJEB77558	656806	16748948457	5.6	113440	159020	48501	3.1	198532	249742	53	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	ERR13491837	PRJEB77558	11590	397416760	0.1	101502	133044	1147	0.1	177437	214580	1	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass	ERR13491838	PRJEB77558	159372	2947661666	1.0	83300	111934	7418	0.4	170148	201889	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	ERR13491839	PRJEB77558	530	16179572	0.0	98845	108605	52	0.0	162585	175249	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	ERR13491840	PRJEB77558	17141	168298803	0.1	80794	111152	421	0.0	180971	202301	0	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass	ERR13491841	PRJEB77558	1663093	43367388838	14.5	80762	113301	106667	5.8	158352	209098	125	exact-match	exact-match	yes
HG02059	female	KHV	EAS	ERZ24811391	ont	all	(summary)	(summary)	4671273	168352975949	56.1	111707	159535	490439	30.7	193817	249263	534	all	(summary)	(summary)
HG02059	female	KHV	EAS	ERZ24811391	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	JAX_HiFi_HG02106_m64039_210117_062206	ERR12953030	PRJEB75190	1449054	22418788795	7.5	15729	16584	0	0.0	0	0	0	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	JAX_HiFi_HG02106_m64119_210108_225831	ERR12953014	PRJEB75190	1387725	21821397019	7.3	15985	16881	0	0.0	0	0	0	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	JAX_HiFi_HG02106_m64119_210122_231012	ERR12953028	PRJEB75190	985817	16718546682	5.6	17328	18242	0	0.0	0	0	0	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	JAX_HiFi_HG02106_m64119_210210_174344	ERR12953034	PRJEB75190	1703807	27765930709	9.3	16538	17508	0	0.0	0	0	0	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	JAX_HiFi_HG02106_m64119_210324_200403	ERR12953024	PRJEB75190	1336024	23505735221	7.8	17963	19085	0	0.0	0	0	0	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	hifi	all	(summary)	(summary)	6862427	112230398426	37.4	16645	17641	0	0.0	0	0	0	all	(summary)	(summary)
HG02106	female	PEL	AMR	ERZ24811368	ont	20210920_210908_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass	ERR12954400	PRJEB75216	906241	76333877161	25.4	183110	211377	271461	19.1	231844	262934	17	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	ont	20210927_210915_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass	ERR12954438	PRJEB75216	785195	60898824127	20.3	176516	204304	215683	14.9	227132	257648	18	exact-match	exact-match	yes
HG02106	female	PEL	AMR	ERZ24811368	ont	all	(summary)	(summary)	1691436	137232701288	45.7	180175	208238	487144	34.0	229800	260614	35	all	(summary)	(summary)
HG02106	female	PEL	AMR	ERZ24811368	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20210402_S64049_PL100170204-1_A01.ccs	SRR19501523	PRJNA698480	992166	18591501382	6.2	18717	18925	0	0.0	0	0	0	PL100170204-1_S64049_20210402_C01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20210402_S64049_PL100170204-1_C01.ccs	SRR19501523	PRJNA698480	1035593	19426844867	6.5	18739	18945	0	0.0	0	0	0	PL100170204-1_S64049_20210402_C01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20210412_S64018_PL100170204-3_B01.ccs	SRR19501521	PRJNA698480	967026	17359239506	5.8	17911	18143	0	0.0	0	0	0	PL100170204-3_S64018_20210412_C01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20210412_S64018_PL100170204-3_C01.ccs	SRR19501521	PRJNA698480	937646	16848338811	5.6	17927	18159	0	0.0	0	0	0	PL100170204-3_S64018_20210412_C01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20210907_S64018_PL100194356-1_D01.ccs	SRR19501525	PRJNA698480	1521696	25296093754	8.4	16499	16767	0	0.0	0	0	0	PL100194356-1_S64018_20210907_D01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	EDEVI_20211019_S64049_PL100194356-2_A01.ccs	SRR19501524	PRJNA698480	1946547	35722328794	11.9	18234	18535	0	0.0	0	0	0	PL100194356-2_S64049_20211019_A01_run	manual-fix	yes
HG02282	female	ACB	AFR	ERZ24811362	hifi	all	(summary)	(summary)	7400674	133244347114	44.4	18006	18215	0	0.0	0	0	0	all	(summary)	(summary)
HG02282	female	ACB	AFR	ERZ24811362	ont	20211102_211027_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass	ERR12954419	PRJEB75216	410171	27014228403	9.0	185031	216161	93896	6.7	236831	271159	10	exact-match	exact-match	yes
HG02282	female	ACB	AFR	ERZ24811362	ont	20220307_220302_21-lee-006_PC24B149_2E_guppy-5.0.11-sup-prom_fastq_pass	ERR12954409	PRJEB75216	921199	55679910282	18.6	162029	186038	191024	12.8	219776	245447	7	exact-match	exact-match	yes
HG02282	female	ACB	AFR	ERZ24811362	ont	20220315_220308_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass	ERR12954433	PRJEB75216	867172	61419973194	20.5	180684	205280	216829	15.2	230594	258122	10	exact-match	exact-match	yes
HG02282	female	ACB	AFR	ERZ24811362	ont	all	(summary)	(summary)	2198542	144114111879	48.0	174104	199885	501749	34.7	227550	255952	27	all	(summary)	(summary)
HG02282	female	ACB	AFR	ERZ24811362	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02492	male	PJL	SAS	ERZ24811757	hifi	JAX_HiFi_HG02492_m64039_220221_051108	ERR10912046	PRJEB58376	2587583	37742075255	12.6	14648	15516	0	0.0	0	0	0	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	hifi	JAX_HiFi_HG02492_m64119_220206_072658	ERR10966456	PRJEB58376	2635068	38411561152	12.8	14637	15507	0	0.0	0	0	0	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	hifi	JAX_HiFi_HG02492_m64119_220226_041620	ERR10912047	PRJEB58376	2508323	35028481581	11.7	13983	14914	0	0.0	0	0	0	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	hifi	all	(summary)	(summary)	7730974	111182117988	37.1	14440	15324	0	0.0	0	0	0	all	(summary)	(summary)
HG02492	male	PJL	SAS	ERZ24811757	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028099	PRJEB58376	731859	49692498960	16.6	154887	181926	178276	11.5	206175	236950	4	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	ont	20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028120	PRJEB58376	255847	16442498260	5.5	144705	171975	57936	3.7	199087	230292	3	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	ont	20220419_220412_21-lee-006_PC24B149_2D_guppy-5.0.11-sup-prom_fastq_pass	ERR11028089	PRJEB58376	694368	42331388446	14.1	137934	163533	147326	9.1	194243	223056	0	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	ont	20230626_230620_23-lee-007_PCA100115_3D-run14_guppy-5.0.11-sup-prom_fastq_pass	ERR12954381	PRJEB75216	2011782	89782803338	29.9	77035	87105	219561	10.1	135350	148574	0	exact-match	exact-match	yes
HG02492	male	PJL	SAS	ERZ24811757	ont	all	(summary)	(summary)	3693856	198249189004	66.1	104247	134231	603099	34.4	173196	206566	7	all	(summary)	(summary)
HG02492	male	PJL	SAS	ERZ24811757	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02554	male	ACB	AFR	ERZ24811371	hifi	all	(summary)	(summary)	6620956	122752983832	40.9	18643	19242	0	0.0	0	0	0	all	(summary)	(summary)
HG02554	male	ACB	AFR	ERZ24811371	hifi	m54329U_210424_234256.hifi_reads	ERR10966433	PRJEB58376	1819957	33527248185	11.2	18493	19107	0	0.0	0	0	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	hifi	m54329U_210426_220943.hifi_reads	ERR10912042	PRJEB58376	1664357	30118110703	10.0	18105	18766	0	0.0	0	0	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	hifi	m54329U_210428_040858.hifi_reads	ERR10966435	PRJEB58376	1556304	29189867548	9.7	18908	19460	0	0.0	0	0	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	hifi	m54329U_210429_102104.hifi_reads	ERR10966436	PRJEB58376	1580338	29917757396	10.0	19120	19659	0	0.0	0	0	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20210608_UL_eee-prom1-2H-PAG74634_guppy-5.0.11-sup-prom_fastq_pass	SRR25038234	PRJNA988114	3405626	50684216067	16.9	67606	71099	101172	4.4	126260	135790	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20210615_UL_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass	ERR13491842	PRJEB77558	6146530	35403899528	11.8	37731	45551	29873	1.3	122059	131414	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20210713_UL_eee-prom1-2A-PAH12704_guppy-5.0.11-sup-prom_fastq_pass	ERR13491843	PRJEB77558	958815	35074505641	11.7	94587	130463	95326	5.6	179331	218710	45	exact-match	exact-match	yes
