chrom	chromStart	chromEnd	name	strand	thickStart	thickEnd	name2	geneName	geneName2
chr6	56455882	56484176	NM_001723.7	-	56456802	56484075	DST	NM_001723.7	DST
chr6	56794153	56849999	NM_001318539.2	+	56820857	56847251	BEND6	NM_001318539.2	BEND6
chr6	56794153	56866397	NM_152731.3	+	56820857	56857599	BEND6	NM_152731.3	BEND6
chr6	56885681	56894215	NM_001286274.2	+	56885744	56893853	KIAA1586	NM_001286274.2	KIAA1586
chr6	56885681	56894215	NM_001286275.2	+	56891690	56893853	KIAA1586	NM_001286275.2	KIAA1586
chr6	56885681	56894215	NM_001286276.2	+	56891690	56893853	KIAA1586	NM_001286276.2	KIAA1586
chr6	56885681	56894215	NM_020931.4	+	56885744	56893853	KIAA1586	NM_020931.4	KIAA1586
chr6	56929189	56948719	NM_001257273.2	+	56929255	56941098	ZNF451	NM_001257273.2	ZNF451
chr6	56929189	57009330	NM_001031623.3	+	56929255	57007494	ZNF451	NM_001031623.3	ZNF451
chr6	56929189	57009330	NM_015555.3	+	56929255	57007494	ZNF451	NM_015555.3	ZNF451
chr6	57011350	57028858	NM_004282.4	+	57011722	57023215	BAG2	NM_004282.4	BAG2
chr6	57026016	57060488	NM_001278668.2	-	57029485	57049406	RAB23	NM_001278668.2	RAB23
chr6	57026016	57060488	NM_183227.3	-	57029485	57049406	RAB23	NM_183227.3	RAB23
chr6	57026016	57061333	NM_001278666.2	-	57029485	57049406	RAB23	NM_001278666.2	RAB23
chr6	57026016	57061333	NM_001278667.2	-	57029485	57049406	RAB23	NM_001278667.2	RAB23
chr6	57026016	57061333	NM_016277.5	-	57029485	57049406	RAB23	NM_016277.5	RAB23
chr6	57153843	57165407	NM_001282488.2	+	57157484	57165103	PRIM2	NM_001282488.2	PRIM2
chr6	57156668	57165407	NM_001282487.2	+	57157484	57165103	PRIM2	NM_001282487.2	PRIM2
chr6	57156668	57485715	NM_000947.5	+	57157484	57485023	PRIM2	NM_000947.5	PRIM2
chr6	62824684	63431119	NM_001350622.2	-	62825686	63430842	KHDRBS2	NM_001350622.2	KHDRBS2
chr6	62824684	63431119	NM_152688.4	-	62825686	63430842	KHDRBS2	NM_152688.4	KHDRBS2
chr6	64357358	64358911	NM_001395980.1	+	64357446	64357773	FKBP1C	NM_001395980.1	FKBP1C
chr6	64421830	64465888	NM_001143940.2	-	64426383	64465848	LGSN	NM_001143940.2	LGSN
chr6	64421830	64465888	NM_016571.3	-	64425901	64465848	LGSN	NM_016571.3	LGSN
chr6	64662354	64729529	NM_001385254.1	+	64722815	64726115	PTP4A1	NM_001385254.1	PTP4A1
chr6	64662354	64729529	NM_001385255.1	+	64722815	64726115	PTP4A1	NM_001385255.1	PTP4A1
chr6	64667652	64729529	NM_001385256.1	+	64722815	64726115	PTP4A1	NM_001385256.1	PTP4A1
chr6	64667652	64729529	NM_001385257.1	+	64722815	64726115	PTP4A1	NM_001385257.1	PTP4A1
chr6	64667652	64729529	NM_001385258.1	+	64722815	64726115	PTP4A1	NM_001385258.1	PTP4A1
chr6	64709392	64729529	NM_001385259.1	+	64722815	64726115	PTP4A1	NM_001385259.1	PTP4A1
chr6	64717732	64729529	NM_001385260.1	+	64722815	64726115	PTP4A1	NM_001385260.1	PTP4A1
chr6	64718413	64723010	NM_001415059.1	+	64718614	64722466	LOC128125822	NM_001415059.1	LOC128125822
chr6	64718413	64729529	NM_001385262.2	+	64722815	64726115	PTP4A1	NM_001385262.2	PTP4A1
chr6	64718413	64729529	NM_001385263.2	+	64722863	64726115	PTP4A1	NM_001385263.2	PTP4A1
chr6	64718413	64729529	NM_001385265.1	+	64722815	64726152	PTP4A1	NM_001385265.1	PTP4A1
chr6	64718413	64729529	NM_001385266.1	+	64722815	64726018	PTP4A1	NM_001385266.1	PTP4A1
chr6	64718413	64729529	NM_001385267.2	+	64722815	64726115	PTP4A1	NM_001385267.2	PTP4A1
chr6	64718413	64729529	NM_001385268.2	+	64722815	64726115	PTP4A1	NM_001385268.2	PTP4A1
chr6	64718413	64729529	NM_003463.5	+	64722815	64726115	PTP4A1	NM_003463.5	PTP4A1
chr6	64781732	64872211	NM_001290259.2	+	64826066	64859917	PHF3	NM_001290259.2	PHF3
chr6	64781732	64872211	NM_001370348.2	+	64792481	64859917	PHF3	NM_001370348.2	PHF3
chr6	64781732	64872211	NM_001370349.2	+	64826066	64859917	PHF3	NM_001370349.2	PHF3
chr6	64781732	64872211	NM_001370350.2	+	64837943	64859917	PHF3	NM_001370350.2	PHF3
chr6	64782411	64832371	NM_001290260.2	+	64792481	64831980	PHF3	NM_001290260.2	PHF3
chr6	64792455	64872211	NM_015153.4	+	64792481	64859917	PHF3	NM_015153.4	PHF3
chr6	64866188	66858763	NM_001142800.2	-	64866804	66649189	EYS	NM_001142800.2	EYS
chr6	64866188	66858763	NM_001292009.2	-	64866804	66649189	EYS	NM_001292009.2	EYS
chr6	66455263	66460362	NM_001271675.2	+	66456309	66458727	ZC3H11C	NM_001271675.2	ZC3H11C
chr6	66483100	66858763	NM_001142801.2	-	66486152	66649189	EYS	NM_001142801.2	EYS
chr6	66488724	66731298	NM_198283.2	-	66488789	66649189	EYS	NM_198283.2	EYS
chr6	69812848	70568164	NM_001704.3	+	69816234	70567549	ADGRB3	NM_001704.3	ADGRB3
chr6	69813456	69813534	NM_001414704.1	+	69813456	69813534	LOC127898563	NM_001414704.1	LOC127898563
chr6	70854075	70976545	NM_001363722.2	-	70856223	70970400	LMBRD1	NM_001363722.2	LMBRD1
chr6	70854075	70976688	NM_001367271.1	-	70856223	70970400	LMBRD1	NM_001367271.1	LMBRD1
chr6	70854075	70976688	NM_001367272.1	-	70856223	70970400	LMBRD1	NM_001367272.1	LMBRD1
chr6	70854075	70977089	NM_018368.4	-	70856223	70976960	LMBRD1	NM_018368.4	LMBRD1
chr6	71046686	71393027	NM_001858.6	+	71059692	71387833	COL19A1	NM_001858.6	COL19A1
chr6	71395619	71463753	NM_001377289.1	-	71397455	71463608	COL9A1	NM_001377289.1	COL9A1
chr6	71395619	71463753	NM_001377290.1	-	71397455	71463608	COL9A1	NM_001377290.1	COL9A1
chr6	71395619	71463753	NM_078485.4	-	71397455	71463608	COL9A1	NM_078485.4	COL9A1
chr6	71396684	71483638	NM_001851.6	-	71397455	71483478	COL9A1	NM_001851.6	COL9A1
chr6	71460317	71483638	NM_001377291.1	-	71460556	71483478	COL9A1	NM_001377291.1	COL9A1
chr6	71594067	71741718	NM_001105531.3	+	71608901	71740465	FAM135A	NM_001105531.3	FAM135A
chr6	71594067	71741718	NM_001162529.3	+	71608901	71740465	FAM135A	NM_001162529.3	FAM135A
chr6	71594067	71741718	NM_001330995.3	+	71608901	71740465	FAM135A	NM_001330995.3	FAM135A
chr6	71594067	71741718	NM_001330996.3	+	71608901	71740465	FAM135A	NM_001330996.3	FAM135A
chr6	71594067	71741718	NM_001330997.3	+	71608901	71740465	FAM135A	NM_001330997.3	FAM135A
chr6	71594067	71741718	NM_001330998.3	+	71608901	71740465	FAM135A	NM_001330998.3	FAM135A
chr6	71594067	71741718	NM_001330999.3	+	71608901	71740465	FAM135A	NM_001330999.3	FAM135A
chr6	71594067	71741718	NM_001331000.3	+	71633066	71740465	FAM135A	NM_001331000.3	FAM135A
chr6	71594067	71741718	NM_001331001.3	+	71608901	71740465	FAM135A	NM_001331001.3	FAM135A
chr6	71594067	71741718	NM_001331002.3	+	71608901	71740465	FAM135A	NM_001331002.3	FAM135A
chr6	71594067	71741718	NM_001331003.3	+	71608901	71740465	FAM135A	NM_001331003.3	FAM135A
chr6	71594067	71741718	NM_001331004.3	+	71704908	71740465	FAM135A	NM_001331004.3	FAM135A
chr6	71594067	71741718	NM_001331005.3	+	71633066	71740465	FAM135A	NM_001331005.3	FAM135A
chr6	71594067	71741718	NM_001331006.3	+	71608901	71740465	FAM135A	NM_001331006.3	FAM135A
chr6	71594067	71741718	NM_001351599.2	+	71608901	71740465	FAM135A	NM_001351599.2	FAM135A
chr6	71594067	71741718	NM_001351600.2	+	71608901	71740465	FAM135A	NM_001351600.2	FAM135A
chr6	71594067	71741718	NM_001351602.2	+	71608901	71740465	FAM135A	NM_001351602.2	FAM135A
chr6	71594067	71741718	NM_001351607.2	+	71608901	71740465	FAM135A	NM_001351607.2	FAM135A
chr6	71594067	71741718	NM_001351608.2	+	71656064	71740465	FAM135A	NM_001351608.2	FAM135A
chr6	71594067	71741718	NM_001351609.2	+	71656064	71740465	FAM135A	NM_001351609.2	FAM135A
chr6	71594067	71741718	NM_020819.5	+	71608901	71740465	FAM135A	NM_020819.5	FAM135A
chr6	71747473	71770117	NM_145267.3	+	71747484	71769272	SDHAF4	NM_145267.3	SDHAF4
chr6	71848458	72042541	NM_001044305.3	+	71848599	72040872	SMAP1	NM_001044305.3	SMAP1
chr6	71848458	72042541	NM_001281439.2	+	71848599	72040772	SMAP1	NM_001281439.2	SMAP1
chr6	71848458	72042541	NM_021940.5	+	71848599	72040872	SMAP1	NM_021940.5	SMAP1
chr6	71849105	72042553	NM_001281440.1	+	71849204	72040872	SMAP1	NM_001281440.1	SMAP1
chr6	72037216	72137607	NM_080742.3	-	72042200	72136976	B3GAT2	NM_080742.3	B3GAT2
chr6	72469248	72489496	NM_001324266.2	+	72469374	72482486	OGFRL1	NM_001324266.2	OGFRL1
chr6	72469248	72489496	NM_024576.5	+	72469374	72482486	OGFRL1	NM_024576.5	OGFRL1
chr6	73067716	73580721	NM_014989.7	+	73068190	73578290	RIMS1	NM_014989.7	RIMS1
chr6	73067869	73289098	NM_001350411.1	+	73068190	73287350	RIMS1	NM_001350411.1	RIMS1
chr6	73067869	73289098	NM_001350412.1	+	73068190	73287350	RIMS1	NM_001350412.1	RIMS1
chr6	73067869	73289098	NM_001350413.1	+	73068190	73287350	RIMS1	NM_001350413.1	RIMS1
chr6	73390523	73480366	NM_001350452.2	+	73390753	73480104	RIMS1	NM_001350452.2	RIMS1
chr6	73390523	73580721	NM_001168407.2	+	73390753	73578290	RIMS1	NM_001168407.2	RIMS1
chr6	73390523	73580721	NM_001168408.2	+	73390753	73578290	RIMS1	NM_001168408.2	RIMS1
chr6	73390523	73580721	NM_001350414.2	+	73390753	73578290	RIMS1	NM_001350414.2	RIMS1
chr6	73390523	73580721	NM_001350415.2	+	73390753	73578290	RIMS1	NM_001350415.2	RIMS1
chr6	73390523	73580721	NM_001350416.2	+	73390753	73578290	RIMS1	NM_001350416.2	RIMS1
chr6	73390523	73580721	NM_001350417.2	+	73390753	73578290	RIMS1	NM_001350417.2	RIMS1
chr6	73390523	73580721	NM_001350418.2	+	73390753	73578290	RIMS1	NM_001350418.2	RIMS1
chr6	73390523	73580721	NM_001350419.2	+	73390753	73578290	RIMS1	NM_001350419.2	RIMS1
chr6	73390523	73580721	NM_001350420.2	+	73390753	73578290	RIMS1	NM_001350420.2	RIMS1
chr6	73390523	73580721	NM_001350421.2	+	73403338	73578290	RIMS1	NM_001350421.2	RIMS1
chr6	73390523	73580721	NM_001350422.2	+	73390753	73578290	RIMS1	NM_001350422.2	RIMS1
chr6	73390523	73580721	NM_001350423.2	+	73390753	73578290	RIMS1	NM_001350423.2	RIMS1
chr6	73390523	73580721	NM_001350424.2	+	73403338	73578290	RIMS1	NM_001350424.2	RIMS1
chr6	73390523	73580721	NM_001350425.2	+	73390753	73578290	RIMS1	NM_001350425.2	RIMS1
chr6	73390523	73580721	NM_001350426.2	+	73390753	73578290	RIMS1	NM_001350426.2	RIMS1
chr6	73390523	73580721	NM_001350427.2	+	73390753	73578290	RIMS1	NM_001350427.2	RIMS1
chr6	73390523	73580721	NM_001350428.2	+	73403338	73578290	RIMS1	NM_001350428.2	RIMS1
chr6	73390523	73580721	NM_001350429.2	+	73390753	73578290	RIMS1	NM_001350429.2	RIMS1
chr6	73390523	73580721	NM_001350430.2	+	73403338	73578290	RIMS1	NM_001350430.2	RIMS1
chr6	73390523	73580721	NM_001350431.2	+	73390753	73578290	RIMS1	NM_001350431.2	RIMS1
chr6	73390523	73580721	NM_001350432.2	+	73390753	73578290	RIMS1	NM_001350432.2	RIMS1
chr6	73390523	73580721	NM_001350433.2	+	73390753	73578290	RIMS1	NM_001350433.2	RIMS1
chr6	73390523	73580721	NM_001350434.2	+	73390753	73578290	RIMS1	NM_001350434.2	RIMS1
chr6	73390523	73580721	NM_001350435.2	+	73390753	73578290	RIMS1	NM_001350435.2	RIMS1
chr6	73390523	73580721	NM_001350436.2	+	73390753	73578290	RIMS1	NM_001350436.2	RIMS1
chr6	73390523	73580721	NM_001350437.2	+	73403338	73578290	RIMS1	NM_001350437.2	RIMS1
chr6	73390523	73580721	NM_001350438.2	+	73390753	73578290	RIMS1	NM_001350438.2	RIMS1
chr6	73390523	73580721	NM_001350439.2	+	73390753	73578290	RIMS1	NM_001350439.2	RIMS1
chr6	73390523	73580721	NM_001350440.2	+	73390753	73578290	RIMS1	NM_001350440.2	RIMS1
chr6	73390523	73580721	NM_001350441.2	+	73390753	73578290	RIMS1	NM_001350441.2	RIMS1
chr6	73390523	73580721	NM_001350442.2	+	73390753	73578290	RIMS1	NM_001350442.2	RIMS1
chr6	73390523	73580721	NM_001350443.2	+	73390753	73578290	RIMS1	NM_001350443.2	RIMS1
chr6	73390523	73580721	NM_001350444.2	+	73390753	73578290	RIMS1	NM_001350444.2	RIMS1
chr6	73390523	73580721	NM_001350445.2	+	73390753	73578290	RIMS1	NM_001350445.2	RIMS1
chr6	73390523	73580721	NM_001350446.2	+	73390753	73578290	RIMS1	NM_001350446.2	RIMS1
chr6	73390523	73580721	NM_001350447.2	+	73390753	73578290	RIMS1	NM_001350447.2	RIMS1
chr6	73390523	73580721	NM_001350448.2	+	73390753	73578290	RIMS1	NM_001350448.2	RIMS1
chr6	73390523	73580721	NM_001350449.2	+	73390753	73578290	RIMS1	NM_001350449.2	RIMS1
chr6	73390523	73580721	NM_001350450.2	+	73403338	73578290	RIMS1	NM_001350450.2	RIMS1
chr6	73390523	73580721	NM_001350454.2	+	73390753	73578290	RIMS1	NM_001350454.2	RIMS1
chr6	73390523	73580721	NM_001350455.2	+	73390753	73578290	RIMS1	NM_001350455.2	RIMS1
chr6	73390523	73580721	NM_001350456.2	+	73390753	73578290	RIMS1	NM_001350456.2	RIMS1
chr6	73390523	73580721	NM_001350457.2	+	73390753	73578290	RIMS1	NM_001350457.2	RIMS1
chr6	73390523	73580721	NM_001350458.2	+	73390753	73578290	RIMS1	NM_001350458.2	RIMS1
chr6	73390523	73580721	NM_001350459.2	+	73403338	73578290	RIMS1	NM_001350459.2	RIMS1
chr6	73390523	73580721	NM_001350460.2	+	73390753	73578290	RIMS1	NM_001350460.2	RIMS1
chr6	73394151	73580721	NM_001168409.2	+	73413320	73578290	RIMS1	NM_001168409.2	RIMS1
chr6	73394151	73580721	NM_001350461.2	+	73413320	73578290	RIMS1	NM_001350461.2	RIMS1
chr6	73394151	73580721	NM_001350462.2	+	73403338	73578290	RIMS1	NM_001350462.2	RIMS1
chr6	73394151	73580721	NM_001350463.2	+	73413320	73578290	RIMS1	NM_001350463.2	RIMS1
chr6	73394151	73580721	NM_001350464.2	+	73413320	73578290	RIMS1	NM_001350464.2	RIMS1
chr6	73394151	73580721	NM_001350465.2	+	73413320	73578290	RIMS1	NM_001350465.2	RIMS1
chr6	73394151	73580721	NM_001350466.2	+	73413320	73578290	RIMS1	NM_001350466.2	RIMS1
chr6	73394151	73580721	NM_001350467.2	+	73413320	73578290	RIMS1	NM_001350467.2	RIMS1
chr6	73394151	73580721	NM_001350468.2	+	73413320	73578290	RIMS1	NM_001350468.2	RIMS1
chr6	73394151	73580721	NM_001350469.2	+	73413320	73578290	RIMS1	NM_001350469.2	RIMS1
chr6	73394571	73580721	NM_001168410.2	+	73394819	73578290	RIMS1	NM_001168410.2	RIMS1
chr6	73394571	73580721	NM_001350470.2	+	73394819	73578290	RIMS1	NM_001350470.2	RIMS1
chr6	73394571	73580721	NM_001350471.2	+	73403338	73578290	RIMS1	NM_001350471.2	RIMS1
chr6	73394571	73580721	NM_001350472.2	+	73394819	73578290	RIMS1	NM_001350472.2	RIMS1
chr6	73394571	73580721	NM_001350473.2	+	73394819	73578290	RIMS1	NM_001350473.2	RIMS1
chr6	73394571	73580721	NM_001350474.2	+	73394819	73578290	RIMS1	NM_001350474.2	RIMS1
chr6	73544320	73580721	NM_001168411.2	+	73568226	73578290	RIMS1	NM_001168411.2	RIMS1
chr6	73798715	74375478	NM_001160130.2	+	73798841	74372043	KCNQ5	NM_001160130.2	KCNQ5
chr6	73798715	74375478	NM_001160132.2	+	73798841	74372043	KCNQ5	NM_001160132.2	KCNQ5
chr6	73798715	74375478	NM_001160133.2	+	73798841	74372043	KCNQ5	NM_001160133.2	KCNQ5
chr6	73798715	74375478	NM_001160134.2	+	73798841	74372043	KCNQ5	NM_001160134.2	KCNQ5
chr6	73798715	74375478	NM_019842.4	+	73798841	74372043	KCNQ5	NM_019842.4	KCNQ5
chr6	74400205	74402158	NM_001126063.3	-	74400409	74402070	KHDC1L	NM_001126063.3	KHDC1L
chr6	74417976	74439840	NM_001395216.1	-	74418191	74419180	KHDC1	NM_001395216.1	KHDC1
chr6	74417976	74439840	NM_030568.5	-	74418191	74419180	KHDC1	NM_030568.5	KHDC1
chr6	74417976	74486799	NM_001251874.4	-	74418191	74419180	KHDC1	NM_001251874.4	KHDC1
chr6	74417976	74487018	NM_001395215.3	-	74418191	74419180	KHDC1	NM_001395215.3	KHDC1
chr6	74529749	74530963	NM_001025290.3	-	74530006	74530912	DPPA5	NM_001025290.3	DPPA5
chr6	74539354	74540868	NM_001017361.3	+	74539426	74540557	KHDC3L	NM_001017361.3	KHDC3L
chr6	74545252	74546595	NM_001080507.3	-	74545481	74546490	OOEP	NM_001080507.3	OOEP
chr6	74571531	74594268	NM_018665.3	+	74571609	74592928	DDX43	NM_018665.3	DDX43
chr6	74600409	74628713	NM_001410911.1	-	74600967	74628597	CGAS	NM_001410911.1	CGAS
chr6	74600409	74628713	NM_138441.3	-	74601925	74628597	CGAS	NM_138441.3	CGAS
chr6	74638131	74686339	NM_001123226.2	+	74638249	74677158	MTO1	NM_001123226.2	MTO1
chr6	74638131	74686339	NM_012123.4	+	74638249	74677158	MTO1	NM_012123.4	MTO1
chr6	74638131	74686339	NM_133645.3	+	74638249	74677158	MTO1	NM_133645.3	MTO1
chr6	74692853	74698136	NM_001402.6	-	74694913	74697130	EEF1A1	NM_001402.6	EEF1A1
chr6	74770745	74832087	NM_001382629.1	-	74772443	74831947	SLC17A5	NM_001382629.1	SLC17A5
chr6	74770745	74832087	NM_001382630.1	-	74772427	74831981	SLC17A5	NM_001382630.1	SLC17A5
chr6	74770745	74832087	NM_001382631.1	-	74772443	74831981	SLC17A5	NM_001382631.1	SLC17A5
chr6	74770745	74832087	NM_001382632.1	-	74772443	74831981	SLC17A5	NM_001382632.1	SLC17A5
chr6	74770745	74832087	NM_001382633.1	-	74772427	74831981	SLC17A5	NM_001382633.1	SLC17A5
chr6	74770745	74832087	NM_001382634.1	-	74772443	74831981	SLC17A5	NM_001382634.1	SLC17A5
chr6	74770745	74832087	NM_001382635.1	-	74772443	74831981	SLC17A5	NM_001382635.1	SLC17A5
chr6	74770745	74832087	NM_001382636.1	-	74772443	74831947	SLC17A5	NM_001382636.1	SLC17A5
chr6	74770745	74832087	NM_012434.5	-	74772443	74831981	SLC17A5	NM_012434.5	SLC17A5
chr6	74874192	75006336	NM_001159587.3	+	74874205	75001655	CD109	NM_001159587.3	CD109
chr6	74874192	75006336	NM_001159588.3	+	74874205	75001655	CD109	NM_001159588.3	CD109
chr6	74874192	75006336	NM_133493.5	+	74874205	75001655	CD109	NM_133493.5	CD109
chr6	76261501	76383203	NM_004370.6	-	76263726	76379943	COL12A1	NM_004370.6	COL12A1
chr6	76261501	76383203	NM_080645.3	-	76263726	76379943	COL12A1	NM_080645.3	COL12A1
chr6	76414840	76427128	NM_001366292.3	-	76415095	76420885	COX7A2	NM_001366292.3	COX7A2
chr6	76414952	76420952	NM_001366293.2	-	76415095	76420885	COX7A2	NM_001366293.2	COX7A2
chr6	76414952	76427128	NM_001865.6	-	76415095	76420885	COX7A2	NM_001865.6	COX7A2
chr6	76429753	76461614	NM_001143958.2	-	76432931	76461460	TMEM30A	NM_001143958.2	TMEM30A
chr6	76429753	76461614	NM_018247.4	-	76432931	76461460	TMEM30A	NM_018247.4	TMEM30A
chr6	76468680	76670584	NM_001300866.3	-	76472732	76591758	FILIP1	NM_001300866.3	FILIP1
chr6	76484867	76670584	NM_001289987.3	-	76485468	76630769	FILIP1	NM_001289987.3	FILIP1
chr6	76484867	76670584	NM_015687.5	-	76485468	76591758	FILIP1	NM_015687.5	FILIP1
chr6	76778737	76856707	NM_001304792.2	+	76779382	76855771	SENP6	NM_001304792.2	SENP6
chr6	76778737	76895148	NM_001100409.3	+	76779382	76892461	SENP6	NM_001100409.3	SENP6
chr6	76778737	76895148	NM_015571.4	+	76779382	76892461	SENP6	NM_015571.4	SENP6
chr6	76926116	77019666	NM_001368139.1	+	76994412	77018270	MYO6	NM_001368139.1	MYO6
chr6	76926116	77019666	NM_001368140.1	+	76994412	77018270	MYO6	NM_001368140.1	MYO6
chr6	76926116	77096418	NM_001300899.2	+	76994412	77091894	MYO6	NM_001300899.2	MYO6
chr6	76926116	77096418	NM_001368136.1	+	76994412	77091894	MYO6	NM_001368136.1	MYO6
chr6	76926116	77096418	NM_001368137.1	+	76994412	77091894	MYO6	NM_001368137.1	MYO6
chr6	76926116	77096418	NM_001368138.1	+	76994412	77091894	MYO6	NM_001368138.1	MYO6
chr6	76926116	77096418	NM_001368865.1	+	76994412	77091894	MYO6	NM_001368865.1	MYO6
chr6	76926116	77096418	NM_001368866.1	+	76994412	77091894	MYO6	NM_001368866.1	MYO6
chr6	76926116	77096418	NM_004999.4	+	76994412	77091894	MYO6	NM_004999.4	MYO6
chr6	77097994	77249656	NM_001282368.2	-	77098969	77249482	IMPG1	NM_001282368.2	IMPG1
chr6	77097994	77249656	NM_001563.4	-	77098969	77249482	IMPG1	NM_001563.4	IMPG1
chr6	78638385	78640951	NM_000863.3	-	78639690	78640863	HTR1B	NM_000863.3	HTR1B
chr6	78827552	79104425	NM_001282136.3	+	78868043	79100733	MEI4	NM_001282136.3	MEI4
chr6	78830317	79104425	NM_001322247.2	+	78868043	79100733	MEI4	NM_001322247.2	MEI4
chr6	80045246	80080804	NM_001010844.4	+	80045272	80076035	IRAK1BP1	NM_001010844.4	IRAK1BP1
chr6	80112127	80255969	NM_017934.7	-	80118402	80255783	PHIP	NM_017934.7	PHIP
chr6	80378934	80412370	NM_001201362.2	-	80379938	80412248	HMGN3	NM_001201362.2	HMGN3
chr6	80378934	80412370	NM_001201363.2	-	80379377	80412248	HMGN3	NM_001201363.2	HMGN3
chr6	80378934	80412370	NM_001318884.2	-	80379402	80412248	HMGN3	NM_001318884.2	HMGN3
chr6	80378934	80412370	NM_001318885.2	-	80379377	80412248	HMGN3	NM_001318885.2	HMGN3
chr6	80378934	80412370	NM_001318886.2	-	80379377	80412248	HMGN3	NM_001318886.2	HMGN3
chr6	80378934	80412370	NM_001318887.2	-	80379713	80412248	HMGN3	NM_001318887.2	HMGN3
chr6	80378934	80412370	NM_001318888.2	-	80379377	80412248	HMGN3	NM_001318888.2	HMGN3
chr6	80378934	80412370	NM_004242.4	-	80379377	80412248	HMGN3	NM_004242.4	HMGN3
chr6	80378934	80412370	NM_138730.3	-	80379402	80412248	HMGN3	NM_138730.3	HMGN3
chr6	80690502	80742938	NM_001122769.3	-	80692515	80724403	LCA5	NM_001122769.3	LCA5
chr6	80690502	80742938	NM_181714.4	-	80692515	80724403	LCA5	NM_181714.4	LCA5
chr6	80836846	80909216	NM_031469.4	+	80836979	80905071	SH3BGRL2	NM_031469.4	SH3BGRL2
chr6	81123208	81155949	NM_022726.4	-	81125002	81155675	ELOVL4	NM_022726.4	ELOVL4
chr6	81213043	81250924	NM_001166691.2	+	81214238	81250599	TTK	NM_001166691.2	TTK
chr6	81213043	81250924	NM_003318.5	+	81214238	81250599	TTK	NM_003318.5	TTK
chr6	81315016	81554684	NM_001318975.1	+	81335971	81552223	BCKDHB	NM_001318975.1	BCKDHB
chr6	81315077	81554684	NM_000056.5	+	81315100	81552223	BCKDHB	NM_000056.5	BCKDHB
chr6	81315077	81554684	NM_183050.4	+	81315100	81552223	BCKDHB	NM_183050.4	BCKDHB
chr6	82955094	82962045	NM_017633.3	-	82959058	82961505	TENT5A	NM_017633.3	TENT5A
chr6	83379382	83457139	NM_001300906.2	-	83380820	83449881	IBTK	NM_001300906.2	IBTK
chr6	83379382	83457139	NM_015525.4	-	83380820	83449881	IBTK	NM_015525.4	IBTK
chr6	83582428	83586866	NM_006670.5	+	83584407	83585670	TPBG	NM_006670.5	TPBG
chr6	83583262	83586866	NM_001376922.1	+	83584407	83585670	TPBG	NM_001376922.1	TPBG
chr6	83583689	83586866	NM_001166392.2	+	83584407	83585670	TPBG	NM_001166392.2	TPBG
chr6	84111957	84288846	NM_001304437.2	-	84112589	84281008	UBE3D	NM_001304437.2	UBE3D
chr6	84111957	84288846	NM_001350602.2	-	84112589	84281008	UBE3D	NM_001350602.2	UBE3D
chr6	84111957	84288846	NM_001350603.2	-	84112589	84267434	UBE3D	NM_001350603.2	UBE3D
chr6	84111957	84288846	NM_001350604.2	-	84112589	84267434	UBE3D	NM_001350604.2	UBE3D
chr6	84111957	84288846	NM_198920.3	-	84112589	84288723	UBE3D	NM_198920.3	UBE3D
chr6	84240149	84288846	NM_001410933.1	-	84242073	84288723	UBE3D	NM_001410933.1	UBE3D
chr6	84290675	84391706	NM_001199942.2	+	84319986	84391402	DOP1A	NM_001199942.2	DOP1A
chr6	84290675	84391706	NM_001385858.1	+	84331949	84391402	DOP1A	NM_001385858.1	DOP1A
chr6	84290675	84391706	NM_001385859.1	+	84341908	84386128	DOP1A	NM_001385859.1	DOP1A
chr6	84290675	84391706	NM_001385860.1	+	84319986	84391402	DOP1A	NM_001385860.1	DOP1A
chr6	84290675	84391706	NM_001385861.1	+	84319986	84391402	DOP1A	NM_001385861.1	DOP1A
chr6	84290675	84391706	NM_001385863.1	+	84319986	84391402	DOP1A	NM_001385863.1	DOP1A
chr6	84290675	84391706	NM_001385864.1	+	84348559	84391402	DOP1A	NM_001385864.1	DOP1A
chr6	84290675	84391706	NM_001385865.1	+	84319986	84391402	DOP1A	NM_001385865.1	DOP1A
chr6	84290675	84391706	NM_015018.4	+	84319986	84391402	DOP1A	NM_015018.4	DOP1A
chr6	84291115	84391706	NM_001385856.1	+	84319986	84391402	DOP1A	NM_001385856.1	DOP1A
chr6	84309994	84391706	NM_001385857.1	+	84319986	84391402	DOP1A	NM_001385857.1	DOP1A
chr6	84388107	84416497	NM_001199918.2	-	84392532	84411994	PGM3	NM_001199918.2	PGM3
chr6	84388107	84416497	NM_001367286.1	-	84392468	84414247	PGM3	NM_001367286.1	PGM3
chr6	84388107	84416497	NM_001367287.1	-	84392468	84414503	PGM3	NM_001367287.1	PGM3
chr6	84388107	84416497	NM_015599.3	-	84392468	84414247	PGM3	NM_015599.3	PGM3
chr6	84388107	84417141	NM_001199917.2	-	84392468	84414503	PGM3	NM_001199917.2	PGM3
chr6	84389364	84416497	NM_001199919.2	-	84389621	84414247	PGM3	NM_001199919.2	PGM3
chr6	84416597	84422177	NM_001322335.2	+	84418860	84419514	RWDD2A	NM_001322335.2	RWDD2A
chr6	84416597	84422177	NM_001322336.2	+	84418510	84419514	RWDD2A	NM_001322336.2	RWDD2A
chr6	84416597	84422177	NM_001322337.2	+	84418510	84419514	RWDD2A	NM_001322337.2	RWDD2A
