sample	cardinality	size_byte	input
HG04036-hifi-G3	1	21978699894	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210405_202313.hifi_reads.fastq.gz
HG04036-hifi-G4	1	24040167105	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210412_082528.hifi_reads.fastq.gz
HG04036-hifi-G5	1	24062025549	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210408_003515.hifi_reads.fastq.gz
HG04036-ont-G1	3	18638152975	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20210922_UL_eee-prom1-2B-PAH80217_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211008_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211220_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG04036-ont-G2	1	21276531006	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211006_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG04036-ont-G3	1	23003989462	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211221_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG04036-ont-G4	1	26809782205	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211207_UL_eee-prom1-1B-PAI76381_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG04036-ont-G5	1	49354605752	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG04036/HG04036_20211220_UL_eee-prom1-1F-PAJ02848_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19036-hifi-G1	1	30288503056	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19036/m64076_220130_234407.hifi_reads.fastq.gz
NA19036-hifi-G2	1	31002180333	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19036/m64076_220129_125006.hifi_reads.fastq.gz
NA19036-hifi-G3	1	32428512514	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19036/m64076_220125_004322.hifi_reads.fastq.gz
NA19036-ont-G1	2	16560545943	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20221110_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20230210_NA19036_UL_eee-prom1-3C-PAG85559_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19036-ont-G2	1	21270971142	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20221115_NA19036_UL_eee-prom1-2B-PAM78537_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19036-ont-G3	1	24036599740	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20221108_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19036-ont-G4	1	26074372050	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20221101_NA19036_UL_eee-prom1-1F-PAM77935_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19036-ont-G5	1	28848411487	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19036/20221130_NA19036_UL_eee-prom1-2D-PAG70076_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129-hifi-G1	3	13150159092	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m54329U_210223_194607.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m54329U_210507_224951-bc1022_BAK8B_OA.hifi_reads.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m64076_210423_190653.hifi_reads.fastq.gz
NA19129-hifi-G2	1	14893122225	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m64076_201025_005549.ccs.fastq.gz
NA19129-hifi-G3	1	15604609186	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m54329U_210516_043155-bc1022_BAK8B_OA.hifi_reads.fastq.gz
NA19129-hifi-G4	1	17505219977	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m64076_201026_210420.ccs.fastq.gz
NA19129-hifi-G5	1	17678634302	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m64076_201023_184120.ccs.fastq.gz
NA19129-hifi-G6	1	17974173857	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/GM19129/m54329U_201021_182400.ccs.fastq.gz
NA19129-ont-G1	5	34994968276	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20210915_UL_eee-prom1-3D-PAH94870_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129-ont-G2	1	38384129120	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129-ont-G3	1	54919338363	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19129/GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19238-hifi-G1	3	14889780592	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190818_202358.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190817_141701.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190901_163200.ccs.fastq.gz
NA19238-hifi-G2	2	19409090172	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m54336U_191017_101413.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190831_102034.ccs.fastq.gz
NA19238-hifi-G3	2	20714191495	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190828_220241.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m54336U_191015_222230.ccs.fastq.gz
NA19238-hifi-G4	1	12639600292	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19238_HIFI/NA19238_20191205_CLEE_m64039_190830_040857.ccs.fastq.gz
NA19239-hifi-G1	3	17049154582	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m64039_190915_204135.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m54336U_191007_123158.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m64039_190917_025247.ccs.fastq.gz
NA19239-hifi-G2	2	16698435462	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m64039_190911_201425.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m64039_190910_140737.ccs.fastq.gz
NA19239-hifi-G3	1	17033907795	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m64039_190823_190750.ccs.fastq.gz
NA19239-hifi-G4	1	21281183615	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191205_YRI_PacBio_NA19239_HIFI/NA19239_20191205_CLEE_m54336U_191005_142313.ccs.fastq.gz
NA19239-ont-G1	1	17279810511	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19239/20220515_220510_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19239-ont-G2	1	31027853501	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19239/20220517_220511_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19239-ont-G3	1	57906066748	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19239/20220510_220504_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19240-hifi-G1	2	13468518444	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191005_YRI_PacBio_NA19240_HiFi/NA19240_20191002_CLEE_m64039_190930_063309.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191005_YRI_PacBio_NA19240_HiFi/NA19240_20191002_CLEE_m64039_190922_223056.ccs.fastq.gz
NA19240-hifi-G2	1	14165532282	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191005_YRI_PacBio_NA19240_HiFi/NA19240_20191002_CLEE_m54336U_190829_230546.ccs.fastq.gz
NA19240-hifi-G3	1	18697751998	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191005_YRI_PacBio_NA19240_HiFi/NA19240_20191002_CLEE_m54336U_190827_013439.ccs.fastq.gz
NA19240-hifi-G4	1	20382361253	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20191005_YRI_PacBio_NA19240_HiFi/NA19240_20191002_CLEE_m54336U_190828_075428.ccs.fastq.gz
NA19317-hifi-G1	2	29817122653	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64119_220501_151001/JAX_HiFi_NA19317_m64119_220501_151001.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64039_210617_232851/JAX_HiFi_NA19317_m64039_210617_232851.fastq.gz
NA19317-hifi-G2	1	19277085652	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64119_210702_094450/JAX_HiFi_NA19317_m64119_210702_094450.fastq.gz
NA19317-hifi-G3	1	24656875000	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64039_210607_200243/JAX_HiFi_NA19317_m64039_210607_200243.fastq.gz
NA19317-hifi-G4	1	26056036571	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64039_210601_195743/JAX_HiFi_NA19317_m64039_210601_195743.fastq.gz
NA19317-hifi-G5	1	29001271971	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64119_220506_185510/JAX_HiFi_NA19317_m64119_220506_185510.fastq.gz
NA19317-hifi-G6	1	29604819652	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA19317/m64119_220521_031347/JAX_HiFi_NA19317_m64119_220521_031347.fastq.gz
NA19317-ont-G1	1	45535366750	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19317/20210629_210623_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19317-ont-G2	1	47995259382	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19317/20220208_220126_21-lee-006_PC24B149_1G_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19317-ont-G3	1	64477436884	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19317/20210802_210721_21-lee-006_PCT0053_2-A7-D7_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19320-hifi-G1	1	20641173395	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM19320/m54329U_210225_020106.ccs.fastq.gz
NA19320-hifi-G2	1	20923839972	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM19320/m54329U_201024_070735.ccs.fastq.gz
NA19320-hifi-G3	1	24339193257	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM19320/m54329U_201023_003851.ccs.fastq.gz
NA19320-hifi-G4	1	26460143164	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM19320/m54329U_201019_191314.ccs.fastq.gz
NA19320-ont-G1	3	25243129184	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19320/GM19320_20211215_UL_eee-prom1-1E-PAK54862_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19320/GM19320_20211207_UL_eee-prom1-1D-PAI74691_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM19320/GM19320_20211207_UL_eee-prom1-1A-PAI18617_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19434-hifi-G1	2	16883442749	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20220125_S64049_PL100216561-3_A01.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20220125_S64049_PL100216561-3_B01.ccs.fastq.gz
NA19434-hifi-G2	1	13210330669	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20211130_S64049_PL100216561-1_C01.ccs.fastq.gz
NA19434-hifi-G3	1	14143866652	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20211130_S64049_PL100216561-1_D01.ccs.fastq.gz
NA19434-hifi-G4	1	23035641833	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20210820_S64049_PL100192554-1_B01.ccs.fastq.gz
NA19434-ont-G1	1	81104551502	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19434/20211001_210922_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19434-ont-G2	1	41143907782	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA19434/20211008_210929_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-hifi-G1	1	30075050165	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19983/m54329U_220211_113834.hifi_reads.fastq.gz
NA19983-hifi-G2	1	33903179819	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19983/m54329U_220219_025145.hifi_reads.fastq.gz
NA19983-hifi-G3	1	34357338774	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/NA19983/m64076_220217_122931.hifi_reads.fastq.gz
NA19983-ont-G1	3	21211597840	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230209_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-ont-G2	2	25963786578	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230214_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-ont-G3	1	18873560270	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-ont-G4	1	20205764102	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-ont-G5	1	20280323979	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983-ont-G6	1	22060998441	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/NA19983/20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-hifi-G1	1	12791466223	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_201004_002419.ccs.fastq.gz
NA20355-hifi-G2	1	17262174164	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_201002_180938.ccs.fastq.gz
NA20355-hifi-G3	1	17713120407	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_200930_195351.ccs.fastq.gz
NA20355-hifi-G4	1	24333629371	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m54329U_210124_022104.ccs.fastq.gz
NA20355-hifi-G5	1	26108695427	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m54329U_210220_055130.ccs.fastq.gz
NA20355-ont-G1	11	12002098460	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
