# AUTOGEN TABLE - DO NOT EDIT
# notebooks/plotting/main_fig1/plot-qv-estimates.ipynb|20241206T1049
sample	sequence	merqury_error_kmer	merqury_total_kmer	merqury_qv_est	merqury_error_rate	asm_unit	assembler	seq_length	variant_adj_length	variant_num_errors	variant_qv_est	assembly
HG03452	h2tg000288l#1-25352	1	25332	57.2588	1.87983e-06	hap2	hifiasm	25352	25352	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000289l#1-17524	0	17504	99.0	0.0	hap2	hifiasm	17524	17524	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000290l#1-22113	0	22093	99.0	0.0	hap2	hifiasm	22113	22113	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000291l#1-16192	0	16172	99.0	0.0	hap2	hifiasm	16192	16192	1	42.0	HG03452.hsm-ps-sseq
HG03452	h2tg000292l#1-40975	20	40955	46.334	2.32597e-05	hap2	hifiasm	40975	40975	10	36.0	HG03452.hsm-ps-sseq
HG03452	h2tg000293l#1-11519	0	11499	99.0	0.0	hap2	hifiasm	11519	11519	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000294l#1-19807	12	19787	45.3929	2.88873e-05	hap2	hifiasm	19807	19807	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000295l#1-20264	3	20244	51.5136	7.05726e-06	hap2	hifiasm	20264	20264	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000296l#1-22428	0	22408	99.0	0.0	hap2	hifiasm	22428	22428	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000297l#1-24544	0	24524	99.0	0.0	hap2	hifiasm	24544	24544	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000298l#1-21980	9	21960	47.0952	1.95198e-05	hap2	hifiasm	21980	21980	4	37.0	HG03452.hsm-ps-sseq
HG03452	h2tg000299l#1-21510	0	21490	99.0	0.0	hap2	hifiasm	21510	21510	0	99.0	HG03452.hsm-ps-sseq
HG03452	h2tg000300l#1-18786	0	18766	99.0	0.0	hap2	hifiasm	18786	18786	0	99.0	HG03452.hsm-ps-sseq
HG03452	total	-1	-1	55.85	-1.0	phased	hifiasm	6074334442	6074334442	26969	54.4318	
HG03456	h1tg000001l#1-133574677	1410	133574657	62.9872	5.02664e-07	hap1	hifiasm	133574677	133574677	416	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000002l#1-49018874	470	49018854	63.4048	4.56581e-07	hap1	hifiasm	49018874	49018874	168	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000003l#1-52813963	653	52813943	62.3005	5.88773e-07	hap1	hifiasm	52813963	52813963	99	57.0	HG03456.hsm-ps-sseq
HG03456	h1tg000004l#1-86688362	1021	86688342	62.5115	5.60852e-07	hap1	hifiasm	86688362	86688362	384	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000004l#86688447-98149574	64	11461108	65.7526	2.6591e-07	hap1	hifiasm	11461128	11461128	33	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000005l#1-133762260	1860	133762240	61.7904	6.6216e-07	hap1	hifiasm	133762260	133762260	483	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000006l#1-81268193	1452	81268173	60.7017	8.50806e-07	hap1	hifiasm	81268193	81268193	280	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000007l#1-94789535	749	94789515	64.245	3.76274e-07	hap1	hifiasm	94789535	94789535	224	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000008l#1-146587057	1607	146587037	62.823	5.22039e-07	hap1	hifiasm	146587057	146587057	539	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000009l#1-97970573	1102	97970553	62.7113	5.35635e-07	hap1	hifiasm	97970573	97970573	315	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000010l#1-110968247	738	110968227	64.9936	3.16694e-07	hap1	hifiasm	110968247	110968247	226	57.0	HG03456.hsm-ps-sseq
HG03456	h1tg000011l#1-138710050	1313	138710030	63.4606	4.50754e-07	hap1	hifiasm	138710050	138710050	593	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000012l#1-43682071	246	43682051	65.7159	2.68172e-07	hap1	hifiasm	43682071	43682071	121	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000013l#1-44153872	626	44153852	61.7061	6.75133e-07	hap1	hifiasm	44153872	44153872	93	57.0	HG03456.hsm-ps-sseq
HG03456	h1tg000014l#1-39786005	702	39785985	60.7561	8.40217e-07	hap1	hifiasm	39786005	39786005	133	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000014l#39786089-59729483	104	19943375	66.0498	2.48323e-07	hap1	hifiasm	19943395	19943395	98	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000015l#1-4048611	0	4048591	99.0	0.0	hap1	hifiasm	4048611	4048611	2	63.0	HG03456.hsm-ps-sseq
HG03456	h1tg000016l#1-92104009	1100	92103989	62.451	5.68719e-07	hap1	hifiasm	92104009	92104009	267	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000017l#1-33686019	1004	33685999	58.4793	1.41929e-06	hap1	hifiasm	33686019	33686019	127	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000018l#1-105290522	785	105290502	64.4974	3.55028e-07	hap1	hifiasm	105290522	105290522	405	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000019l#1-62371011	673	62370991	62.8918	5.13825e-07	hap1	hifiasm	62371011	62371011	182	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000020l#1-140036361	2045	140036341	61.5776	6.95403e-07	hap1	hifiasm	140036361	140036361	482	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000021l#1-52763395	324	52763375	65.3401	2.92411e-07	hap1	hifiasm	52763395	52763395	182	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000022l#1-9794836	422	9794816	56.8789	2.05166e-06	hap1	hifiasm	9794836	9794836	32	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000022l#9794869-144794135	1278	134999247	63.4602	4.50798e-07	hap1	hifiasm	134999267	134999267	358	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000023l#1-25003928	430	25003908	60.8676	8.18926e-07	hap1	hifiasm	25003928	25003928	47	57.0	HG03456.hsm-ps-sseq
HG03456	h1tg000024l#1-32636970	426	32636950	62.0652	6.21561e-07	hap1	hifiasm	32636970	32636970	83	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000025l#1-36445900	613	36445880	60.964	8.00933e-07	hap1	hifiasm	36445900	36445900	773	47.0	HG03456.hsm-ps-sseq
HG03456	h1tg000026l#1-14980210	18	14980190	72.4246	5.72185e-08	hap1	hifiasm	14980210	14980210	96	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000027l#1-45195302	508	45195282	62.7145	5.35246e-07	hap1	hifiasm	45195302	45195302	104	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000028l#1-86597208	1089	86597188	62.2269	5.98835e-07	hap1	hifiasm	86597208	86597208	287	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000028l#86597255-109503771	415	22906497	60.6413	8.62728e-07	hap1	hifiasm	22906517	22906517	102	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000029l#1-95587591	1135	95587571	62.4762	5.65428e-07	hap1	hifiasm	95587591	95587591	272	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000030l#1-40008614	398	40008594	63.2449	4.7371e-07	hap1	hifiasm	40008614	40008614	129	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000031l#1-102047690	1005	102047670	63.2885	4.68971e-07	hap1	hifiasm	102047690	102047690	365	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000032l#1-89904417	1604	89904397	60.7079	8.49587e-07	hap1	hifiasm	89904417	89904417	374	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000033l#1-32067929	597	32067909	60.5231	8.86519e-07	hap1	hifiasm	32067929	32067929	157	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000034l#1-51555656	1273	51555636	59.2966	1.17581e-06	hap1	hifiasm	51555656	51555656	166	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000035l#1-43897495	1051	43897475	59.4305	1.14012e-06	hap1	hifiasm	43897495	43897495	153	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000036l#1-1643234	19	1643214	62.5916	5.50608e-07	hap1	hifiasm	1643234	1643234	6	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000037l#1-56551112	541	56551092	63.4146	4.55553e-07	hap1	hifiasm	56551112	56551112	142	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000038l#1-2128514	413	2128494	50.343	9.24056e-06	hap1	hifiasm	2128514	2128514	11	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000039l#1-40765800	1253	40765780	58.3456	1.46367e-06	hap1	hifiasm	40765800	40765800	96	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000040l#1-25326851	194	25326831	64.38	3.64757e-07	hap1	hifiasm	25326851	25326851	155	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000041l#1-167743	42	167723	49.2351	1.19258e-05	hap1	hifiasm	167743	167743	2	49.0	HG03456.hsm-ps-sseq
HG03456	h1tg000042l#1-11580260	67	11580240	65.5986	2.75511e-07	hap1	hifiasm	11580260	11580260	67	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000043l#1-33689807	1342	33689787	57.2196	1.89689e-06	hap1	hifiasm	33689807	33689807	126	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000044l#1-26687775	2220	26687755	54.0216	3.96131e-06	hap1	hifiasm	26687775	26687775	143	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000045l#1-7773194	0	7773174	99.0	0.0	hap1	hifiasm	7773194	7773194	2	66.0	HG03456.hsm-ps-sseq
HG03456	h1tg000046l#1-7902017	118	7901997	61.4807	7.11097e-07	hap1	hifiasm	7902017	7902017	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000047l#1-14038641	101	14038621	64.6522	3.42593e-07	hap1	hifiasm	14038641	14038641	15	60.0	HG03456.hsm-ps-sseq
HG03456	h1tg000048l#1-254237	0	254217	99.0	0.0	hap1	hifiasm	254237	254237	2	51.0	HG03456.hsm-ps-sseq
HG03456	h1tg000049l#1-3068613	18	3068593	65.5388	2.79328e-07	hap1	hifiasm	3068613	3068613	7	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000050l#1-3900642	394	3900622	53.1784	4.81021e-06	hap1	hifiasm	3900642	3900642	22	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000051l#1-5116973	162	5116953	58.2171	1.50762e-06	hap1	hifiasm	5116973	5116973	7	59.0	HG03456.hsm-ps-sseq
HG03456	h1tg000052l#1-4285704	302	4285684	54.7422	3.35569e-06	hap1	hifiasm	4285704	4285704	47	50.0	HG03456.hsm-ps-sseq
HG03456	h1tg000053l#1-2211342	169	2211322	54.3897	3.63941e-06	hap1	hifiasm	2211342	2211342	2	60.0	HG03456.hsm-ps-sseq
HG03456	h1tg000054l#1-758078	162	758058	49.9236	1.01774e-05	hap1	hifiasm	758078	758078	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000055l#1-3867075	133	3867055	57.8574	1.63779e-06	hap1	hifiasm	3867075	3867075	4	60.0	HG03456.hsm-ps-sseq
HG03456	h1tg000056l#1-831679	43	831659	56.0869	2.46215e-06	hap1	hifiasm	831679	831679	57	42.0	HG03456.hsm-ps-sseq
HG03456	h1tg000057l#1-3007712	108	3007692	57.6702	1.70993e-06	hap1	hifiasm	3007712	3007712	3	60.0	HG03456.hsm-ps-sseq
HG03456	h1tg000058l#1-873373	241	873353	48.8133	1.31421e-05	hap1	hifiasm	873373	873373	22	46.0	HG03456.hsm-ps-sseq
HG03456	h1tg000059l#1-2408903	5	2408883	70.0506	9.88406e-08	hap1	hifiasm	2408903	2408903	2	61.0	HG03456.hsm-ps-sseq
HG03456	h1tg000060l#1-2904742	199	2904722	54.8646	3.26245e-06	hap1	hifiasm	2904742	2904742	17	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000061l#1-2291313	0	2291293	99.0	0.0	hap1	hifiasm	2291313	2291313	48	47.0	HG03456.hsm-ps-sseq
HG03456	h1tg000062l#1-381168	84	381148	49.7899	1.04957e-05	hap1	hifiasm	381168	381168	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000063l#1-454422	9	454402	60.2541	9.43164e-07	hap1	hifiasm	454422	454422	55	39.0	HG03456.hsm-ps-sseq
HG03456	h1tg000064l#1-1492723	147	1492703	53.2885	4.6897e-06	hap1	hifiasm	1492723	1492723	7	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000065l#1-4059247	1	4059227	79.3066	1.17311e-08	hap1	hifiasm	4059247	4059247	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000066l#1-26204	0	26184	99.0	0.0	hap1	hifiasm	26204	26204	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000067l#1-2348631	193	2348611	54.0746	3.91331e-06	hap1	hifiasm	2348631	2348631	1	64.0	HG03456.hsm-ps-sseq
HG03456	h1tg000068l#1-889988	18	889968	60.1632	9.63126e-07	hap1	hifiasm	889988	889988	20	46.0	HG03456.hsm-ps-sseq
HG03456	h1tg000069l#1-1044407	0	1044387	99.0	0.0	hap1	hifiasm	1044407	1044407	4	54.0	HG03456.hsm-ps-sseq
HG03456	h1tg000070l#1-1048217	0	1048197	99.0	0.0	hap1	hifiasm	1048217	1048217	1	60.0	HG03456.hsm-ps-sseq
HG03456	h1tg000071l#1-2956018	249	2955998	53.9671	4.01138e-06	hap1	hifiasm	2956018	2956018	17	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000072l#1-171259	32	171239	50.5063	8.89952e-06	hap1	hifiasm	171259	171259	28	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000073l#1-601726	0	601706	99.0	0.0	hap1	hifiasm	601726	601726	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000074l#1-1726640	2	1726620	72.5839	5.51587e-08	hap1	hifiasm	1726640	1726640	20	49.0	HG03456.hsm-ps-sseq
HG03456	h1tg000075l#1-342268	84	342248	49.3223	1.16888e-05	hap1	hifiasm	342268	342268	3	51.0	HG03456.hsm-ps-sseq
HG03456	h1tg000076l#1-719462	5	719442	64.8024	3.30945e-07	hap1	hifiasm	719462	719462	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000077l#1-39363	169	39343	36.8831	0.00020497	hap1	hifiasm	39363	39363	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000078l#1-2268500	26	2268480	62.6298	5.45785e-07	hap1	hifiasm	2268500	2268500	391	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000079l#1-1023730	552	1023710	45.9035	2.56835e-05	hap1	hifiasm	1023730	1023730	6	52.0	HG03456.hsm-ps-sseq
HG03456	h1tg000080l#1-31905	0	31885	99.0	0.0	hap1	hifiasm	31905	31905	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000081l#1-542295	0	542275	99.0	0.0	hap1	hifiasm	542295	542295	1	57.0	HG03456.hsm-ps-sseq
HG03456	h1tg000083l#1-610962	19	610942	58.2946	1.48095e-06	hap1	hifiasm	610962	610962	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000084l#1-610071	21	610051	57.8536	1.63923e-06	hap1	hifiasm	610071	610071	10	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000085l#1-692545	11	692525	61.2126	7.56382e-07	hap1	hifiasm	692545	692545	1	58.0	HG03456.hsm-ps-sseq
HG03456	h1tg000086l#1-1442115	28	1442095	60.3405	9.24589e-07	hap1	hifiasm	1442115	1442115	5	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000087l#1-5209258	5	5209238	73.4002	4.57064e-08	hap1	hifiasm	5209258	5209258	328	42.0	HG03456.hsm-ps-sseq
HG03456	h1tg000088l#1-851916	623	851896	44.5797	3.48364e-05	hap1	hifiasm	851916	851916	72	41.0	HG03456.hsm-ps-sseq
HG03456	h1tg000089l#1-47377	0	47357	99.0	0.0	hap1	hifiasm	47377	47377	14	35.0	HG03456.hsm-ps-sseq
HG03456	h1tg000090l#1-274254	0	274234	99.0	0.0	hap1	hifiasm	274254	274254	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000091l#1-147542	27	147522	50.5967	8.71617e-06	hap1	hifiasm	147542	147542	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000093l#1-290526	0	290506	99.0	0.0	hap1	hifiasm	290526	290526	9	45.0	HG03456.hsm-ps-sseq
HG03456	h1tg000094l#1-43830	0	43810	99.0	0.0	hap1	hifiasm	43830	43830	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000095c#1-775511	0	775491	99.0	0.0	hap1	hifiasm	775511	775511	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000096l#1-920524	165	920504	50.6872	8.53643e-06	hap1	hifiasm	920524	920524	75	41.0	HG03456.hsm-ps-sseq
HG03456	h1tg000097l#1-766694	2	766674	69.058	1.24223e-07	hap1	hifiasm	766694	766694	2	56.0	HG03456.hsm-ps-sseq
HG03456	h1tg000098l#1-969269	10	969249	63.0865	4.91301e-07	hap1	hifiasm	969269	969269	7	51.0	HG03456.hsm-ps-sseq
HG03456	h1tg000099l#1-503500	16	503480	58.2007	1.5133e-06	hap1	hifiasm	503500	503500	42	41.0	HG03456.hsm-ps-sseq
HG03456	h1tg000100l#1-615142	120	615122	50.3196	9.29054e-06	hap1	hifiasm	615142	615142	2	55.0	HG03456.hsm-ps-sseq
HG03456	h1tg000101l#1-863846	384	863826	46.7422	2.11728e-05	hap1	hifiasm	863846	863846	44	43.0	HG03456.hsm-ps-sseq
HG03456	h1tg000102l#1-68851	0	68831	99.0	0.0	hap1	hifiasm	68851	68851	11	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000103l#1-552628	1529	552608	38.7966	0.00013193	hap1	hifiasm	552628	552628	8	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000104l#1-125214	70	125194	45.7459	2.66324e-05	hap1	hifiasm	125214	125214	6	43.0	HG03456.hsm-ps-sseq
HG03456	h1tg000105l#1-88811	0	88791	99.0	0.0	hap1	hifiasm	88811	88811	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000106l#1-9827	0	9807	99.0	0.0	hap1	hifiasm	9827	9827	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000107l#1-249344	23	249324	53.5724	4.39302e-06	hap1	hifiasm	249344	249344	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000108l#1-192775	0	192755	99.0	0.0	hap1	hifiasm	192775	192775	8	44.0	HG03456.hsm-ps-sseq
HG03456	h1tg000109l#1-229280	10	229260	56.8254	2.07712e-06	hap1	hifiasm	229280	229280	2	51.0	HG03456.hsm-ps-sseq
HG03456	h1tg000110l#1-201562	0	201542	99.0	0.0	hap1	hifiasm	201562	201562	1	53.0	HG03456.hsm-ps-sseq
HG03456	h1tg000111l#1-573161	0	573141	99.0	0.0	hap1	hifiasm	573161	573161	6	50.0	HG03456.hsm-ps-sseq
HG03456	h1tg000112l#1-145186	9	145166	55.2983	2.95237e-06	hap1	hifiasm	145186	145186	76	33.0	HG03456.hsm-ps-sseq
HG03456	h1tg000113l#1-1091458	335	1091438	48.3511	1.46181e-05	hap1	hifiasm	1091458	1091458	53	43.0	HG03456.hsm-ps-sseq
HG03456	h1tg000114l#1-39194	0	39174	99.0	0.0	hap1	hifiasm	39194	39194	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000115l#1-134219	97	134199	44.6305	3.44312e-05	hap1	hifiasm	134219	134219	2	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000116l#1-457379	0	457359	99.0	0.0	hap1	hifiasm	457379	457379	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000117l#1-144748	20	144728	51.8171	6.58092e-06	hap1	hifiasm	144748	144748	22	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000118l#1-120303	0	120283	99.0	0.0	hap1	hifiasm	120303	120303	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000119l#1-10343	0	10323	99.0	0.0	hap1	hifiasm	10343	10343	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000120l#1-123847	0	123827	99.0	0.0	hap1	hifiasm	123847	123847	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000121c#1-89234	15	89214	50.9653	8.00707e-06	hap1	hifiasm	89234	89234	11	39.0	HG03456.hsm-ps-sseq
HG03456	h1tg000122l#1-65532	8	65512	52.3542	5.81534e-06	hap1	hifiasm	65532	65532	6	40.0	HG03456.hsm-ps-sseq
HG03456	h1tg000123l#1-86338	0	86318	99.0	0.0	hap1	hifiasm	86338	86338	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000124c#1-33132	48	33112	41.6066	6.90775e-05	hap1	hifiasm	33132	33132	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000125l#1-258831	0	258811	99.0	0.0	hap1	hifiasm	258831	258831	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000126c#1-73727	0	73707	99.0	0.0	hap1	hifiasm	73727	73727	1	49.0	HG03456.hsm-ps-sseq
HG03456	h1tg000127l#1-297557	16	297537	55.9163	2.56077e-06	hap1	hifiasm	297557	297557	5	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000128l#1-15961	0	15941	99.0	0.0	hap1	hifiasm	15961	15961	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000129l#1-81566	0	81546	99.0	0.0	hap1	hifiasm	81566	81566	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000130l#1-127486	138	127466	42.8751	5.1581e-05	hap1	hifiasm	127486	127486	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000131l#1-126529	0	126509	99.0	0.0	hap1	hifiasm	126529	126529	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000132l#1-118782	0	118762	99.0	0.0	hap1	hifiasm	118782	118782	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000133l#1-53980	0	53960	99.0	0.0	hap1	hifiasm	53980	53980	9	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000134l#1-44863	0	44843	99.0	0.0	hap1	hifiasm	44863	44863	6	39.0	HG03456.hsm-ps-sseq
HG03456	h1tg000135l#1-136997	10	136977	54.5885	3.47655e-06	hap1	hifiasm	136997	136997	2	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000136l#1-62364	0	62344	99.0	0.0	hap1	hifiasm	62364	62364	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000137l#1-85513	0	85493	99.0	0.0	hap1	hifiasm	85513	85513	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000138l#1-207088	0	207068	99.0	0.0	hap1	hifiasm	207088	207088	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000139l#1-68955	39	68935	45.6948	2.69478e-05	hap1	hifiasm	68955	68955	1	48.0	HG03456.hsm-ps-sseq
HG03456	h1tg000140l#1-119732	30	119712	49.2318	1.19348e-05	hap1	hifiasm	119732	119732	14	39.0	HG03456.hsm-ps-sseq
HG03456	h1tg000141l#1-51406	0	51386	99.0	0.0	hap1	hifiasm	51406	51406	2	44.0	HG03456.hsm-ps-sseq
HG03456	h1tg000142l#1-140865	47	140845	47.9879	1.5893e-05	hap1	hifiasm	140865	140865	47	35.0	HG03456.hsm-ps-sseq
HG03456	h1tg000143l#1-39824	0	39804	99.0	0.0	hap1	hifiasm	39824	39824	1	46.0	HG03456.hsm-ps-sseq
HG03456	h1tg000144l#1-98835	0	98815	99.0	0.0	hap1	hifiasm	98835	98835	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000145l#1-41645	0	41625	99.0	0.0	hap1	hifiasm	41645	41645	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000146l#1-182828	0	182808	99.0	0.0	hap1	hifiasm	182828	182828	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000147l#1-43276	16	43256	47.5407	1.7617e-05	hap1	hifiasm	43276	43276	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000148l#1-35460	0	35440	99.0	0.0	hap1	hifiasm	35460	35460	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000149l#1-178366	0	178346	99.0	0.0	hap1	hifiasm	178366	178366	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000150l#1-262865	141	262845	45.9259	2.55512e-05	hap1	hifiasm	262865	262865	45	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000151l#1-39791	0	39771	99.0	0.0	hap1	hifiasm	39791	39791	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000152l#1-108567	75	108547	44.8263	3.2913e-05	hap1	hifiasm	108567	108567	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000153l#1-59526	0	59506	99.0	0.0	hap1	hifiasm	59526	59526	12	37.0	HG03456.hsm-ps-sseq
HG03456	h1tg000154l#1-21352	85	21332	37.2101	0.000190105	hap1	hifiasm	21352	21352	10	33.0	HG03456.hsm-ps-sseq
HG03456	h1tg000155l#1-14884	0	14864	99.0	0.0	hap1	hifiasm	14884	14884	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000156l#1-25966	0	25946	99.0	0.0	hap1	hifiasm	25966	25966	4	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000157l#1-21108	0	21088	99.0	0.0	hap1	hifiasm	21108	21108	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000158l#1-93115	0	93095	99.0	0.0	hap1	hifiasm	93115	93115	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000159l#1-121420	93	121400	44.378	3.64925e-05	hap1	hifiasm	121420	121420	20	38.0	HG03456.hsm-ps-sseq
HG03456	h1tg000160l#1-92723	12	92703	52.1011	6.16446e-06	hap1	hifiasm	92723	92723	13	39.0	HG03456.hsm-ps-sseq
HG03456	h1tg000162l#1-20467	0	20447	99.0	0.0	hap1	hifiasm	20467	20467	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000163l#1-84124	38	84104	46.6716	2.15199e-05	hap1	hifiasm	84124	84124	5	42.0	HG03456.hsm-ps-sseq
HG03456	h1tg000164l#1-60664	0	60644	99.0	0.0	hap1	hifiasm	60664	60664	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000165l#1-24465	0	24445	99.0	0.0	hap1	hifiasm	24465	24465	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000166l#1-23602	8	23582	47.9164	1.6157e-05	hap1	hifiasm	23602	23602	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000167l#1-53100	293	53080	35.7914	0.000263549	hap1	hifiasm	53100	53100	1	47.0	HG03456.hsm-ps-sseq
HG03456	h1tg000168l#1-76511	0	76491	99.0	0.0	hap1	hifiasm	76511	76511	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000169c#1-27513	0	27493	99.0	0.0	hap1	hifiasm	27513	27513	1	44.0	HG03456.hsm-ps-sseq
HG03456	h1tg000170l#1-54361	0	54341	99.0	0.0	hap1	hifiasm	54361	54361	10	37.0	HG03456.hsm-ps-sseq
HG03456	h1tg000171l#1-22857	0	22837	99.0	0.0	hap1	hifiasm	22857	22857	0	99.0	HG03456.hsm-ps-sseq
HG03456	h1tg000172l#1-152825	68	152805	46.7376	2.11955e-05	hap1	hifiasm	152825	152825	18	39.0	HG03456.hsm-ps-sseq
