# AUTOGEN TABLE - DO NOT EDIT
# notebooks/tables/asm-stats-summary-table.ipynb|20241126T1122
# Verkko v1.4.1 HGSVC3 phased assemblies
# 65 samples
sequence			asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants
HG02818	36	1	1.0	96622806.0	111398044.0	3008217087.0	109.0	1.0	96622806.0	111434191.0	3007240983.0	71.0	1.0	96622806.0	111513810.0	3005088102.0	62.0	1.0	96622806.0	111741209.0	2998933607.0	53.0	1.0	99677035.0	113932076.0	2938710694.0	37.0	0.9	103283353.0	123528314.0	2640265574.0	25.0	0.5	153059339.0	162012826.0	1382112943.0	9.0	1.0	104520653.0	115318996.0	3026433664.0	129.0	1.0	104520653.0	115402337.0	3024247175.0	65.0	1.0	104520653.0	115474795.0	3022345554.0	56.0	1.0	104520653.0	115670621.0	3017199321.0	48.0	1.0	104520653.0	117384385.0	2971342100.0	35.0	0.9	133245031.0	129990501.0	2570951857.0	23.0	0.5	146558862.0	162085970.0	1527088355.0	10.0	0.0	469683.0	4640522.0	1.341	80927231.0	389.0	0.0	469683.0	4642718.0	80888891.0	384.0	0.0	470520.0	4723173.0	79506257.0	297.0	0.0	491692.0	4868748.0	77113572.0	216.0	0.0	552737.0	5088935.0	73724856.0	171.0	0.0	12186758.0	11626993.0	30998569.0	4.0	0.0	14053296.0	13186413.0	26240054.0	2.0	0.0	54007.0	114963.0	20930651.0	545.0	0.0	56220.0	115206.0	20883223.0	539.0	0.0	94603.0	137572.0	17020680.0	302.0	0.0	178388.0	201804.0	10663510.0	74.0	0.0	209895.0	237561.0	8287330.0	42.0	0.0	18387.0	21472.0	0.015	881961.0	47.0	0.0	18387.0	21587.0	874983.0	46.0	0.0	24995.0	29104.0	372377.0	14.0	0.0	52009.0	52009.0	52009.0	1.0	0.0	16005.0	15129.0	58760.0	4.0	0.0	16005.0	15129.0	58760.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG01352	39	1	1.0	142592769.0	132641377.0	3038188433.0	132.0	1.0	142592769.0	132756630.0	3035549630.0	72.0	1.0	142592769.0	133025715.0	3029397716.0	42.0	1.0	142592769.0	133240154.0	3024498987.0	34.0	1.0	142592769.0	133791432.0	3011783383.0	29.0	0.9	142592769.0	140811876.0	2805642401.0	23.0	0.7	155324838.0	160729606.0	2126365792.0	14.0	1.0	136151478.0	141400054.0	3007493443.0	47.0	1.0	136151478.0	141417543.0	3007121374.0	36.0	1.0	136151478.0	141422738.0	3007010826.0	35.0	1.0	136151478.0	141521041.0	3004911670.0	32.0	1.0	136151478.0	141945032.0	2995757976.0	28.0	0.9	140644895.0	148306283.0	2823881831.0	23.0	0.7	161338646.0	173528560.0	2100718190.0	13.0	0.0	377028.0	953597.0	0.721	43595285.0	182.0	0.0	377028.0	953597.0	43595285.0	182.0	0.0	377028.0	962022.0	43206865.0	158.0	0.0	382844.0	984434.0	42188164.0	126.0	0.0	388607.0	1012795.0	40908263.0	109.0	0.0	3137320.0	2589129.0	11798130.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	38896.0	100326.0	15095753.0	410.0	0.0	39109.0	100553.0	15058845.0	405.0	0.0	42492.0	113180.0	13089540.0	284.0	0.0	242816.0	218195.0	5683476.0	43.0	0.0	286979.0	284076.0	3937234.0	17.0	0.0	24428.0	26017.0	0.008	513395.0	24.0	0.0	24428.0	26292.0	505860.0	23.0	0.0	27827.0	33351.0	299643.0	10.0	0.0	55382.0	55382.0	55382.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	26695.0	26695.0	26695.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02059	40	1	1.0	146923252.0	143028025.0	3017548671.0	113.0	1.0	146923252.0	143123094.0	3015543567.0	57.0	1.0	146923252.0	143223791.0	3013421004.0	43.0	1.0	146923252.0	143367800.0	3010377589.0	39.0	1.0	146923252.0	144118118.0	2994461508.0	31.0	0.9	161573154.0	158626265.0	2645346589.0	19.0	0.8	173713597.0	172076739.0	2274838496.0	14.0	1.0	152425962.0	150279195.0	3000021700.0	46.0	1.0	152425962.0	150289065.0	2999824654.0	37.0	1.0	152425962.0	150362301.0	2998360122.0	32.0	1.0	152425962.0	150474284.0	2996117093.0	29.0	1.0	152425962.0	150816739.0	2989234375.0	25.0	1.0	152425962.0	155885181.0	2863388295.0	21.0	0.8	171993573.0	173786070.0	2310959623.0	14.0	0.0	365793.0	639666.0	0.821	49416269.0	268.0	0.0	365793.0	639666.0	49416269.0	268.0	0.0	386792.0	646958.0	48844216.0	234.0	0.0	415380.0	679147.0	46406594.0	157.0	0.0	473165.0	712750.0	43962241.0	123.0	0.0	1826348.0	1619949.0	10717452.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	27873.0	53796.0	11347819.0	410.0	0.0	27873.0	53985.0	11301458.0	404.0	0.0	33264.0	66138.0	8506120.0	237.0	0.0	128664.0	155553.0	2439853.0	24.0	0.0	206908.0	217161.0	1478472.0	8.0	0.0	21453.0	28408.0	0.012	717525.0	33.0	0.0	21453.0	28564.0	712845.0	32.0	0.0	25045.0	34781.0	466487.0	17.0	0.0	82176.0	82176.0	82176.0	1.0	0.0	20196.0	21160.0	328533.0	17.0	0.0	20196.0	21160.0	328533.0	17.0	0.0	23649.0	25947.0	177033.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19434	41	1	1.0	107748930.0	116378288.0	2994627897.0	102.0	1.0	107748930.0	116413491.0	2993721956.0	79.0	1.0	107748930.0	116687855.0	2986662930.0	52.0	1.0	107748930.0	116727690.0	2985639211.0	50.0	1.0	107748930.0	118407431.0	2941790932.0	35.0	0.9	113532034.0	130364205.0	2564955182.0	23.0	0.5	145104048.0	159066716.0	1624088543.0	11.0	1.0	130955708.0	124853888.0	2996666896.0	73.0	1.0	130955708.0	124866597.0	2996361782.0	64.0	1.0	130955708.0	125011346.0	2992883427.0	51.0	1.0	130955708.0	125089328.0	2991008190.0	48.0	1.0	134637377.0	127845746.0	2923829668.0	31.0	0.9	134637377.0	135541682.0	2700159724.0	23.0	0.6	144356014.0	161333827.0	1842277930.0	12.0	0.0	29318214.0	19169352.0	1.89	113215226.0	141.0	0.0	29318214.0	19169352.0	113215226.0	141.0	0.0	29318214.0	19193657.0	113071737.0	132.0	0.0	29318214.0	19322380.0	112317218.0	107.0	0.0	29318214.0	19545544.0	111029606.0	90.0	0.0	29318214.0	25356284.0	85190819.0	5.0	0.0	29318214.0	27127157.0	78820672.0	3.0	0.0	53677.0	123251.0	12059756.0	270.0	0.0	53677.0	123492.0	12034476.0	267.0	0.0	60083.0	132540.0	11091996.0	210.0	0.0	221895.0	213427.0	6153895.0	46.0	0.0	272484.0	276289.0	4290531.0	18.0	0.0	32506.0	37039.0	0.013	778569.0	27.0	0.0	32506.0	37039.0	778569.0	27.0	0.0	34656.0	40475.0	668798.0	20.0	0.0	87668.0	74312.0	139306.0	2.0	0.0	1206924.0	1113244.0	1310670.0	7.0	0.0	1206924.0	1119304.0	1303529.0	6.0	0.0	1206924.0	1169889.0	1246468.0	2.0	0.0	1206924.0	1206924.0	1206924.0	1.0	0.0	1206924.0	1206924.0	1206924.0	1.0	0.0	1206924.0	1206924.0	1206924.0	1.0
HG04217	42	1	1.0	147183591.0	145724134.0	3007063833.0	53.0	1.0	147183591.0	145747335.0	3006584984.0	40.0	1.0	147183591.0	145784797.0	3005811084.0	36.0	1.0	147183591.0	145881189.0	3003815095.0	33.0	1.0	149034869.0	146683107.0	2987070308.0	26.0	0.9	149034869.0	153476674.0	2808237851.0	21.0	0.7	161702916.0	174701683.0	2156729278.0	13.0	1.0	146808645.0	147102007.0	3023083380.0	89.0	1.0	146808645.0	147157920.0	3021934411.0	58.0	1.0	146808645.0	147400292.0	3016955762.0	35.0	1.0	146808645.0	147572126.0	3013424792.0	30.0	1.0	146808645.0	148142887.0	3001546575.0	26.0	0.9	160502518.0	156177634.0	2788985343.0	21.0	0.7	172638624.0	177820977.0	2167595571.0	13.0	0.0	494134.0	1136692.0	0.478	28840056.0	154.0	0.0	494134.0	1136692.0	28840056.0	154.0	0.0	529079.0	1154152.0	28398001.0	124.0	0.0	533772.0	1220929.0	26803005.0	70.0	0.0	548544.0	1244905.0	26255500.0	62.0	0.0	3744346.0	3483064.0	6919268.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	58416.0	140951.0	12022333.0	262.0	0.0	58416.0	141058.0	12012510.0	261.0	0.0	77662.0	155720.0	10742360.0	185.0	0.0	282315.0	238002.0	6456567.0	41.0	0.0	307851.0	276256.0	5308144.0	22.0	0.0	41041.0	41995.0	0.015	893608.0	26.0	0.0	41041.0	41995.0	893608.0	26.0	0.0	45749.0	45724.0	777811.0	19.0	0.0	59436.0	61556.0	303460.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG03807	43	1	1.0	135699884.0	143282231.0	3013336847.0	73.0	1.0	135699884.0	143337392.0	3012176829.0	42.0	1.0	135699884.0	143365489.0	3011585606.0	39.0	1.0	135699884.0	143462555.0	3009538043.0	36.0	1.0	135903178.0	144594134.0	2985478978.0	27.0	0.9	135903178.0	150780271.0	2823844584.0	22.0	0.7	171738033.0	174523052.0	2108066819.0	13.0	1.0	135340106.0	133341964.0	3013725582.0	68.0	1.0	135340106.0	133376820.0	3012937690.0	50.0	1.0	135340106.0	133496334.0	3010236174.0	35.0	1.0	135340106.0	133552110.0	3008972977.0	33.0	1.0	135340106.0	134111448.0	2996143808.0	28.0	1.0	135340106.0	138011889.0	2881643937.0	24.0	0.7	146315649.0	159744494.0	2098974126.0	14.0	0.0	407274.0	785537.0	0.409	24674997.0	118.0	0.0	407274.0	786421.0	24646935.0	115.0	0.0	407274.0	797150.0	24308800.0	92.0	0.0	413332.0	818605.0	23645122.0	70.0	0.0	429468.0	833724.0	23177121.0	63.0	0.0	3423869.0	3423869.0	3423869.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	37471.0	121352.0	18414279.0	522.0	0.0	37863.0	121938.0	18318826.0	511.0	0.0	57098.0	144870.0	15052222.0	304.0	0.0	253009.0	250590.0	7853065.0	45.0	0.0	266258.0	280433.0	6752649.0	28.0	0.0	28895.0	30771.0	0.013	763354.0	32.0	0.0	28895.0	31289.0	745763.0	30.0	0.0	30736.0	36935.0	552206.0	17.0	0.0	69755.0	69755.0	69755.0	1.0	0.0	17425.0	17425.0	17425.0	1.0	0.0	17425.0	17425.0	17425.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19836	44	1	1.0	135159888.0	128886797.0	3009584747.0	104.0	1.0	135159888.0	128944606.0	3008234938.0	69.0	1.0	135159888.0	129109002.0	3004396765.0	51.0	1.0	135159888.0	129286887.0	3000240350.0	45.0	1.0	135159888.0	131893612.0	2938271398.0	32.0	0.9	135458403.0	142311329.0	2663418589.0	22.0	0.6	162874657.0	171090156.0	1784632099.0	11.0	1.0	131390575.0	125986003.0	3026930450.0	74.0	1.0	131390575.0	125999340.0	3026609975.0	62.0	1.0	131390575.0	126134879.0	3023347982.0	53.0	1.0	131390575.0	126275367.0	3019965252.0	48.0	1.0	133191333.0	128802076.0	2957803283.0	33.0	0.9	135187516.0	141005611.0	2625985228.0	21.0	0.7	145961711.0	160033852.0	1955942367.0	13.0	0.0	585030.0	2897137.0	1.362	82190237.0	215.0	0.0	585030.0	2897479.0	82180505.0	214.0	0.0	585030.0	2906647.0	81919816.0	198.0	0.0	598242.0	2936285.0	81083290.0	171.0	0.0	607132.0	2995072.0	79451580.0	148.0	0.0	6142924.0	6516129.0	33547876.0	7.0	0.0	10160688.0	10160688.0	10160688.0	1.0	0.0	74001.0	131378.0	23859504.0	567.0	0.0	74001.0	131807.0	23776698.0	556.0	0.0	141685.0	150821.0	20398159.0	353.0	0.0	219361.0	222665.0	12844111.0	75.0	0.0	241444.0	242711.0	11350264.0	53.0	0.0	22512.0	24494.0	0.01	586198.0	27.0	0.0	22512.0	24982.0	568339.0	25.0	0.0	26775.0	29183.0	360265.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	9479.0	9479.0	9479.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02106	45	1	1.0	135415833.0	133074372.0	3007100758.0	65.0	1.0	135415833.0	133092115.0	3006699759.0	51.0	1.0	135415833.0	133118739.0	3006097203.0	48.0	1.0	135415833.0	133181584.0	3004670592.0	46.0	1.0	136922832.0	135016119.0	2962432662.0	34.0	0.8	161419913.0	160164497.0	2336598732.0	17.0	0.6	183177656.0	180433864.0	1867331212.0	11.0	1.0	134516900.0	125487191.0	2999825424.0	60.0	1.0	134516900.0	125505163.0	2999395732.0	46.0	1.0	134516900.0	125536354.0	2998648243.0	44.0	1.0	134516900.0	125669318.0	2995458681.0	39.0	1.0	134516900.0	126537157.0	2974104540.0	33.0	0.8	134900585.0	141425422.0	2533303131.0	21.0	0.6	160904678.0	164571974.0	1862255697.0	12.0	0.0	479632.0	613674.0	1.804	108337138.0	440.0	0.0	479632.0	613935.0	108290357.0	435.0	0.0	496671.0	618380.0	107491126.0	384.0	0.0	501634.0	633357.0	104797852.0	303.0	0.0	502962.0	648218.0	102096953.0	264.0	0.0	1557909.0	1809203.0	13113835.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	60033.0	145866.0	13429281.0	318.0	0.0	60033.0	146272.0	13389780.0	313.0	0.0	112198.0	167380.0	11514069.0	198.0	0.0	260782.0	251405.0	7152207.0	43.0	0.0	269777.0	284156.0	6079608.0	26.0	0.0	34332.0	37038.0	0.02	1175445.0	41.0	0.0	34332.0	37038.0	1175445.0	41.0	0.0	38280.0	42352.0	937106.0	26.0	0.0	53545.0	73436.0	201037.0	3.0	0.0	11714.0	11674.0	11754.0	2.0	0.0	11714.0	11714.0	11714.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG00268	46	1	1.0	146208399.0	144980692.0	3023974285.0	48.0	1.0	146208399.0	144991870.0	3023741062.0	41.0	1.0	146208399.0	145088721.0	3021717151.0	35.0	1.0	146208399.0	145088721.0	3021717151.0	35.0	1.0	146208399.0	145994368.0	3002545580.0	29.0	0.9	162178945.0	156597514.0	2738574718.0	21.0	0.7	183151373.0	182170455.0	2057649499.0	12.0	1.0	135181456.0	135733665.0	3012379270.0	72.0	1.0	135181456.0	135779729.0	3011356926.0	47.0	1.0	135181456.0	135935012.0	3007909555.0	33.0	1.0	135181456.0	135959638.0	3007362546.0	32.0	1.0	135181456.0	136829431.0	2987653664.0	26.0	1.0	135181456.0	140972466.0	2862921357.0	23.0	0.7	139015219.0	157719005.0	2238564677.0	15.0	0.0	440649.0	598159.0	0.586	35361225.0	188.0	0.0	440649.0	598598.0	35335001.0	184.0	0.0	444272.0	607535.0	34801451.0	149.0	0.0	448386.0	624379.0	33812383.0	116.0	0.0	450944.0	653795.0	32107007.0	91.0	0.0	2986033.0	2986033.0	2986033.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56515.0	133741.0	16455217.0	383.0	0.0	56515.0	134181.0	16398013.0	375.0	0.0	90341.0	151948.0	14252328.0	239.0	0.0	267585.0	232239.0	8503373.0	53.0	0.0	284579.0	272324.0	6812349.0	28.0	0.0	21847.0	27807.0	0.018	1069138.0	50.0	0.0	22563.0	27884.0	1065787.0	49.0	0.0	27240.0	35521.0	658747.0	22.0	0.0	81655.0	81655.0	81655.0	1.0	0.0	44.0	44.0	44.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA20355	47	1	1.0	135831886.0	139534678.0	3058932172.0	105.0	1.0	135831886.0	139617259.0	3057122229.0	51.0	1.0	135831886.0	139710466.0	3055078738.0	42.0	1.0	135831886.0	139770328.0	3053764042.0	40.0	1.0	135831886.0	141581713.0	3013132860.0	30.0	0.9	138560027.0	150385832.0	2784641539.0	22.0	0.7	151564634.0	173510028.0	2095680158.0	13.0	1.0	138003900.0	143388894.0	3024620798.0	63.0	1.0	138003900.0	143429701.0	3023759976.0	41.0	1.0	138003900.0	143491824.0	3022448166.0	36.0	1.0	138003900.0	143530442.0	3021630296.0	35.0	1.0	138003900.0	144367577.0	3003737870.0	28.0	0.9	139664620.0	150284980.0	2841853776.0	23.0	0.7	160250336.0	175359259.0	2139322877.0	13.0	0.0	343164.0	443139.0	0.259	15749881.0	89.0	0.0	343164.0	443349.0	15742297.0	88.0	0.0	349441.0	448943.0	15538868.0	75.0	0.0	349441.0	462298.0	15055921.0	59.0	0.0	355080.0	489676.0	14068440.0	45.0	0.0	1435277.0	1435277.0	1435277.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36661.0	113951.0	16143915.0	452.0	0.0	37011.0	114289.0	16092147.0	446.0	0.0	47958.0	133137.0	13496651.0	283.0	0.0	233845.0	242768.0	6533279.0	38.0	0.0	245441.0	265925.0	5777848.0	26.0	0.0	19461.0	29611.0	0.009	528155.0	26.0	0.0	19461.0	30272.0	512636.0	24.0	0.0	58918.0	45666.0	246674.0	7.0	0.0	70347.0	65138.0	129265.0	2.0	0.0	21461.0	22503.0	106659.0	6.0	0.0	21461.0	22511.0	106620.0	5.0	0.0	24177.0	25258.0	74610.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19129	49	1	1.0	135541088.0	142188277.0	3024784560.0	63.0	1.0	135541088.0	142208963.0	3024344477.0	47.0	1.0	135541088.0	142279262.0	3022847447.0	40.0	1.0	135541088.0	142387055.0	3020546492.0	37.0	1.0	135541088.0	144438434.0	2975788457.0	27.0	1.0	135664764.0	148308805.0	2874741790.0	23.0	0.7	153757492.0	169711736.0	2196054512.0	14.0	1.0	145947918.0	146628746.0	3012198273.0	43.0	1.0	145947918.0	146642469.0	3011916281.0	36.0	1.0	145947918.0	146691948.0	3010897516.0	33.0	1.0	145947918.0	146750573.0	3009689678.0	31.0	1.0	145947918.0	147332510.0	2997569470.0	26.0	0.9	145947918.0	153416302.0	2835486118.0	22.0	0.7	171907875.0	177228749.0	2162976080.0	13.0	0.0	470238.0	770674.0	0.578	34871149.0	120.0	0.0	470238.0	770674.0	34871149.0	120.0	0.0	470238.0	774801.0	34681404.0	108.0	0.0	470238.0	780456.0	34419685.0	99.0	0.0	477837.0	800572.0	33472800.0	85.0	0.0	1656617.0	1710711.0	10045252.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	59324.0	130465.0	17669031.0	356.0	0.0	60068.0	130513.0	17662145.0	355.0	0.0	77259.0	137706.0	16606282.0	293.0	0.0	209389.0	212277.0	9717880.0	66.0	0.0	238183.0	253746.0	7534848.0	33.0	0.0	26496.0	32129.0	0.007	401858.0	16.0	0.0	26496.0	33136.0	385377.0	14.0	0.0	37396.0	37616.0	300346.0	9.0	0.0	59602.0	59602.0	59602.0	1.0	0.0	26013.0	23381.0	84364.0	5.0	0.0	26013.0	25171.0	74651.0	3.0	0.0	26013.0	25171.0	74651.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02769	50	1	1.0	103543622.0	109357993.0	3047198491.0	178.0	1.0	103543622.0	109474253.0	3043960955.0	89.0	1.0	103543622.0	109726729.0	3036939545.0	58.0	1.0	103543622.0	109981612.0	3029853584.0	48.0	1.0	103543622.0	111291273.0	2992364053.0	38.0	0.9	106340129.0	123794732.0	2556886011.0	24.0	0.5	135192385.0	149015682.0	1637222549.0	12.0	1.0	134418817.0	133438781.0	3026841481.0	174.0	1.0	134418817.0	133581355.0	3023609709.0	79.0	1.0	134418817.0	133807466.0	3018489517.0	57.0	1.0	134418817.0	134221708.0	3009124824.0	43.0	1.0	134418817.0	136010626.0	2967890241.0	32.0	0.9	134755522.0	147190550.0	2680364682.0	22.0	0.7	147611974.0	170106926.0	2053940336.0	13.0	0.0	311490.0	327757.0	0.723	43909886.0	289.0	0.0	311490.0	328012.0	43874713.0	285.0	0.0	338586.0	334442.0	42989679.0	227.0	0.0	340658.0	345248.0	41520343.0	173.0	0.0	346552.0	358380.0	39607664.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44395.0	133775.0	25533173.0	664.0	0.0	45840.0	134467.0	25392905.0	647.0	0.0	116427.0	155829.0	21504144.0	403.0	0.0	218396.0	247228.0	12525675.0	70.0	0.0	274020.0	265181.0	11361970.0	53.0	0.0	17454.0	20221.0	0.01	629282.0	36.0	0.0	17454.0	20540.0	613218.0	34.0	0.0	25406.0	28839.0	243697.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	22574.0	22080.0	353184.0	17.0	0.0	22574.0	22080.0	353184.0	17.0	0.0	24977.0	25291.0	224592.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG03452	51	1	1.0	135384376.0	140895355.0	3039583947.0	101.0	1.0	135384376.0	140968017.0	3038016621.0	56.0	1.0	135384376.0	141068278.0	3035852158.0	49.0	1.0	135384376.0	141238518.0	3032173287.0	44.0	1.0	135384376.0	143560880.0	2981480680.0	27.0	0.9	139314007.0	149246136.0	2832138918.0	22.0	0.7	160739148.0	172349974.0	2085458209.0	13.0	1.0	121296586.0	116103557.0	3024842420.0	187.0	1.0	121296586.0	116261403.0	3020733765.0	88.0	1.0	121296586.0	116571642.0	3012677573.0	49.0	1.0	121296586.0	116742071.0	3008250381.0	43.0	1.0	121296586.0	117368055.0	2991756818.0	36.0	0.9	130918633.0	126573441.0	2699825357.0	25.0	0.5	146764572.0	157574969.0	1636200300.0	11.0	0.0	289984.0	428105.0	1.218	73873769.0	453.0	0.0	289984.0	428197.0	73857675.0	451.0	0.0	292182.0	433426.0	72933986.0	389.0	0.0	302199.0	452000.0	69694280.0	287.0	0.0	319716.0	477688.0	65228859.0	226.0	0.0	1487979.0	1421644.0	5657279.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	41596.0	107569.0	24082793.0	676.0	0.0	41701.0	107867.0	24010679.0	667.0	0.0	82830.0	128455.0	19617919.0	384.0	0.0	202744.0	206511.0	10983572.0	70.0	0.0	208266.0	230879.0	9276596.0	46.0	0.0	18919.0	30790.0	0.012	726746.0	37.0	0.0	18919.0	31560.0	703108.0	34.0	0.0	31498.0	51220.0	308223.0	9.0	0.0	99819.0	99819.0	99819.0	1.0	0.0	14187.0	12687.0	46110.0	5.0	0.0	14187.0	13924.0	41043.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
